u,v,k,route_id
289036157,310797307,0,314
310797307,289036157,0,314
289036157,310797307,0,314
289036157,310797307,0,314
310797307,289036157,0,314
289036755,289036157,0,314
289036755,289036157,0,314
289036157,289036755,0,314
289036755,289036157,0,314
1670874083,1670874045,0,315
1670874083,1670874045,0,315
291324776,291324773,0,316
291324776,291324773,0,316
291324777,291324773,0,316
435202749,268676330,0,317
292260660,292260659,0,318
292260660,292260659,0,318
291324779,292260660,0,318
6603455485,6603439675,0,319
3030197920,5757857991,0,320
3030197920,5757857991,0,320
3030197920,5757857991,0,321
3030197920,5757857991,0,321
3030197920,5757857991,0,321
268829894,268662846,0,322
9269486932,312280608,0,323
312280608,9269486932,0,323
3146525544,291332005,0,324
3146525544,291332005,0,324
3146525544,291332005,0,324
291332005,3146525544,0,324
291332005,3146525544,0,324
3146525544,291332005,0,324
291332005,3146525544,0,324
3146525544,291332005,0,324
3146525544,291332005,0,324
291332005,3146525544,0,324
291332005,268208616,0,324
291332005,268208616,0,324
291332005,268208616,0,324
291332005,268208616,0,324
268208616,291332005,0,324
268208616,291332005,0,324
310416378,310416398,0,325
310416378,310416398,0,325
3030197920,5757857991,0,326
3030197920,5757857991,0,326
3030197920,5757857991,0,327
3030197920,5757857991,0,327
3030197920,5757857991,0,327
289037290,289036755,0,328
1419189453,289037290,0,328
268829894,268662846,0,329
268829894,268662846,0,329
268662846,268829894,0,329
292315135,317985200,0,330
292315135,317985200,0,330
1670874045,1670874083,0,331
1670874045,1670874083,0,331
317985200,292315135,0,332
3146525544,291332005,0,333
291332005,3146525544,0,333
304912079,304912078,0,334
9269486932,312280608,0,335
9269486932,312280608,0,335
312280608,312280611,0,335
312280611,1996707804,0,335
312280611,1996707804,0,335
312280611,1996707804,0,335
312280611,1996707804,0,335
1996707804,312280611,0,335
1996707804,312280611,0,335
312280611,1996707804,0,335
1996707804,268206467,0,335
1996707804,268206467,0,335
268208616,291332005,0,336
310416378,310416398,0,337
