u,v,key,stadtradeln_abs,nextbike_abs,stadtradeln_norm,nextbike_norm,diff_norm,geometry
464666874,533749583,0,431.0,0.0,5.683348106522031e-05,0.0,5.683348106522031e-05,"LINESTRING (463183.9843113687 5480653.666385545, 463181.46267842985 5480661.099019664)"
464666874,2011028203,0,637.0,0.0,8.399751145834185e-05,0.0,8.399751145834185e-05,"LINESTRING (463183.9843113687 5480653.666385545, 463178.46188181976 5480647.966795457, 463155.8701636129 5480611.986063687, 463149.32707600796 5480604.269934568, 463146.2526922802 5480600.644017769, 463143.7040086431 5480597.626037904)"
465199666,465199861,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467618.4725095026 5478356.919051557, 467715.30077909125 5478404.219087768)"
465199861,305970612,0,13.0,0.0,1.7142349277212623e-06,0.0,1.7142349277212623e-06,"LINESTRING (467715.30077909125 5478404.219087768, 467793.78633396875 5478439.499454624, 467924.09208073304 5478503.860674782, 467957.0372098507 5478518.642964337, 467995.4621871851 5478538.585335265, 468049.7138974619 5478565.873169616, 468053.083398319 5478570.767508734, 468058.5552704395 5478581.986671986)"
467167617,467168315,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (467874.8160566425 5478316.015723652, 467895.67475934536 5478265.574231563, 467934.1453995996 5478185.511850039, 467937.880005362 5478179.697594029)"
467168313,1123370982,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (468002.90300307935 5478211.535657075, 468068.21964537003 5478242.905826801, 468088.5284759971 5478249.357765494)"
467168313,1123370999,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (468002.90300307935 5478211.535657075, 467947.9840090999 5478184.796948015)"
467168315,1123370999,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467937.880005362 5478179.697594029, 467947.9840090999 5478184.796948015)"
467174925,5635888558,0,51.0,0.0,6.7250754856757215e-06,0.0,6.7250754856757215e-06,"LINESTRING (466408.01720354764 5474727.780093291, 466401.2004592101 5474725.465003235, 466396.81829581724 5474722.801434535, 466389.741952482 5474716.007516085)"
467180619,321375134,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (466465.3010260856 5474799.782678025, 466464.4487227997 5474806.258410434, 466446.9183077228 5474840.185987724)"
467180619,9775646155,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (466465.3010260856 5474799.782678025, 466470.4480028362 5474794.725922174)"
469092422,656409127,0,36.0,0.0,4.747112107535803e-06,0.0,4.747112107535803e-06,"LINESTRING (465554.28964193695 5487725.900480294, 465535.9375253566 5487578.825936131)"
469092422,861581140,0,36.0,0.0,4.747112107535803e-06,0.0,4.747112107535803e-06,"LINESTRING (465554.28964193695 5487725.900480294, 465555.5690929622 5487734.875699448)"
469092427,4408467208,0,7.0,0.0,9.23049576465295e-07,0.0,9.23049576465295e-07,"LINESTRING (464446.46770577325 5487080.62605795, 464451.67552113894 5487065.905241763, 464482.34836106695 5487021.522413684, 464514.44445694034 5486978.94272681, 464574.3390551336 5486971.559809193)"
469092427,4408467212,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (464446.46770577325 5487080.62605795, 464424.73642794805 5487080.30094098)"
469092428,469092429,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (464442.2678111897 5487111.194528373, 464454.3972615305 5487133.729340613, 464456.9671409673 5487138.348770305, 464460.7232224282 5487145.117350519)"
469092429,324581174,0,76.0,0.0,1.0021681115908918e-05,0.0,1.0021681115908918e-05,"LINESTRING (464460.7232224282 5487145.117350519, 464605.30261239235 5487183.344862399)"
469092429,427082480,0,13.0,0.0,1.7142349277212623e-06,0.0,1.7142349277212623e-06,"LINESTRING (464460.7232224282 5487145.117350519, 464463.6338961834 5487150.957537326, 464466.9332603727 5487157.595684801, 464520.34345126734 5487264.791773062)"
469092429,427688026,0,68.0,0.0,8.966767314234295e-06,0.0,8.966767314234295e-06,"LINESTRING (464460.7232224282 5487145.117350519, 464278.1219566384 5487096.502885784)"
469105062,304251023,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (467860.26760480186 5475802.862786667, 467852.1730499515 5475808.558157855, 467843.2667652513 5475809.377644761, 467820.28191413364 5475813.048282694, 467800.6079383417 5475817.488877937)"
469105062,415264952,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467860.26760480186 5475802.862786667, 467858.9293089186 5475787.350345793, 467860.6650064768 5475764.382098479, 467870.5141962024 5475746.324670024, 467886.6572859027 5475739.403581792)"
469105062,502899648,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (467860.26760480186 5475802.862786667, 467866.25367435056 5475809.753933832, 467869.1897148793 5475822.010620668, 467874.5603049728 5475846.326826931, 467875.891229062 5475861.828198084, 467880.3288926842 5475875.454664857, 467884.73375807994 5475883.500242909, 467899.7459542661 5475896.442040024, 467912.85833933274 5475904.425414026, 467920.9751930916 5475908.724811404, 467937.77781339735 5475909.248857033, 467971.5519957337 5475904.481557596, 468002.01052506035 5475898.099566744, 468021.28188957064 5475895.507586316, 468036.9283661169 5475892.981331741)"
469105090,415262602,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467493.8996809513 5476183.897619943, 467484.76113002864 5476245.521852801)"
469105091,469105090,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (467506.5194875056 5476091.923606121, 467493.8996809513 5476183.897619943)"
469105093,487063529,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (467532.75632286066 5475969.4618377425, 467529.8285121117 5475986.789494161)"
469105206,338579283,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (467066.4402123574 5476154.736735874, 467065.2946762174 5476125.848679421, 467064.2063854822 5476106.465930296, 467064.2128955284 5476075.047214523, 467065.93851788837 5476050.978075824)"
469105206,415262789,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467066.4402123574 5476154.736735874, 467067.2446810457 5476190.79777843)"
469105206,782896706,0,5.0,0.0,6.593211260466393e-07,0.0,6.593211260466393e-07,"LINESTRING (467066.4402123574 5476154.736735874, 467073.4885343005 5476130.835658684, 467082.3183373961 5476111.393190407, 467091.17971882556 5476097.186993435, 467107.81855175947 5476076.585803689, 467119.327557639 5476064.9763922505)"
469105206,782930863,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467066.4402123574 5476154.736735874, 467076.34693985386 5476185.317514281)"
469105211,782896706,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (467150.7137271622 5476037.104630855, 467132.5589673857 5476051.622288342, 467119.327557639 5476064.9763922505)"
469105215,415262796,0,4.0,0.0,5.274569008373114e-07,0.0,5.274569008373114e-07,"LINESTRING (467304.8755881907 5476028.03138822, 467251.87026777683 5476023.601316545, 467225.6829092336 5476020.167193364, 467210.5108933793 5476019.479912126)"
469105215,6419084374,0,10.0,0.0,1.3186422520932786e-06,0.0,1.3186422520932786e-06,"LINESTRING (467304.8755881907 5476028.03138822, 467310.66971505166 5476002.737301447)"
469105216,470498740,0,8.0,0.0,1.0549138016746228e-06,0.0,1.0549138016746228e-06,"LINESTRING (467318.57724476885 5475965.890405185, 467317.68265367916 5475958.146706445, 467314.47726964386 5475942.267537001)"
469105216,785269509,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (467318.57724476885 5475965.890405185, 467358.4364183563 5475944.562025897, 467388.0573815727 5475921.894159726)"
469105558,304252972,0,79.0,0.0,1.04172737915369e-05,0.0,1.04172737915369e-05,"LINESTRING (467384.9724104625 5477036.942050968, 467428.39030981617 5477019.228333016, 467477.9325322519 5476992.739989638, 467540.8782322628 5476962.4702934865, 467610.0675531531 5476933.6541073015, 467656.559411644 5476912.055040147)"
469105788,469105790,0,4.0,0.0,5.274569008373114e-07,0.0,5.274569008373114e-07,"LINESTRING (466339.3779569235 5477335.833275442, 466312.6987562589 5477336.364528834, 466302.5646844887 5477335.12622009)"
469105788,474164804,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (466339.3779569235 5477335.833275442, 466360.2794115211 5477335.2154137455, 466400.8019528873 5477335.588757648, 466455.2934681976 5477338.444854543, 466495.8431253406 5477338.518556917, 466506.39742855704 5477336.185849383, 466516.45409977547 5477329.531404766, 466526.0586264988 5477318.877356948, 466533.96817814367 5477314.337350476)"
469105790,299315682,0,15.0,0.0,1.977963378139918e-06,0.0,1.977963378139918e-06,"LINESTRING (466302.5646844887 5477335.12622009, 466342.9822531038 5477303.147110075)"
469184305,258643069,0,10.0,0.0,1.3186422520932786e-06,0.0,1.3186422520932786e-06,"LINESTRING (467854.00762837066 5479483.290890496, 467865.78216445184 5479446.355106358, 467883.2578807409 5479399.302017224, 467895.3362983775 5479377.017726435, 467912.5296249524 5479343.485595673)"
469184309,469184306,0,30.0,0.0,3.955926756279836e-06,0.0,3.955926756279836e-06,"LINESTRING (467923.0412867986 5479154.299686997, 467862.81731629 5479183.804418844, 467852.3061980066 5479186.801355674)"
469184311,338806589,0,11.0,0.0,1.4505064773026066e-06,0.0,1.4505064773026066e-06,"LINESTRING (468453.8430707571 5478437.59428005, 468440.7464959623 5478457.515063107, 468431.5541244584 5478472.054572704, 468425.1905290962 5478468.189019257, 468411.9228611452 5478459.73840637, 468401.40462479775 5478455.530016076, 468388.75369274436 5478453.479706919, 468377.47034618055 5478453.567234413, 468362.853786692 5478456.242281115)"
469184311,338806601,0,307.0,0.0,4.048231713926365e-05,0.0,4.048231713926365e-05,"LINESTRING (468453.8430707571 5478437.59428005, 468491.36785599065 5478408.482771988, 468496.3741286392 5478404.440403834, 468495.03710485296 5478398.800305721)"
469184311,469184312,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (468453.8430707571 5478437.59428005, 468427.5526905314 5478387.849750887)"
469184314,469184312,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (468463.3711291575 5478369.443171863, 468427.5526905314 5478387.849750887)"
469184317,378372791,0,631.0,10.0,8.320632610708588e-05,1.031646477860918e-06,8.217467962922496e-05,"LINESTRING (467526.31482853333 5478888.394356544, 467574.59447390476 5478844.892860687, 467583.57421514776 5478834.088699479, 467587.16753424046 5478826.585128817, 467589.3057028111 5478818.100712928)"
469184317,603252439,0,2542.0,10.0,0.00033519886048211144,1.031646477860918e-06,0.00033416721400425053,"LINESTRING (467526.31482853333 5478888.394356544, 467513.52900077624 5478900.110667486, 467497.8215016351 5478911.599800029, 467479.56604603946 5478924.771809712, 467456.8425061947 5478940.872231996)"
469184322,258642748,0,21.0,0.0,2.7691487293958853e-06,0.0,2.7691487293958853e-06,"LINESTRING (467553.03931148315 5478966.304471973, 467489.17200567585 5479003.417267796, 467483.94321990473 5479006.383477209)"
469184322,258642876,0,59.0,0.0,7.779989287350344e-06,0.0,7.779989287350344e-06,"LINESTRING (467553.03931148315 5478966.304471973, 467555.2997311266 5478965.001386593, 467571.25497830956 5478968.397627377, 467604.38368174195 5478998.552554032)"
469184324,266924544,0,159.0,0.0,2.096641180828313e-05,0.0,2.096641180828313e-05,"LINESTRING (467551.17366751574 5478897.429915607, 467535.2178541429 5478912.2668602, 467531.1355267706 5478919.161896913)"
469184324,469184340,0,80.0,0.0,1.0549138016746229e-05,0.0,1.0549138016746229e-05,"LINESTRING (467551.17366751574 5478897.429915607, 467567.60106887267 5478879.010301028, 467582.627880251 5478863.901022229)"
469184325,469184324,0,25.0,0.0,3.2966056302331964e-06,0.0,3.2966056302331964e-06,"LINESTRING (467572.07247901737 5478904.688014957, 467561.05689037166 5478902.118504324, 467551.17366751574 5478897.429915607)"
469184325,469184327,0,57.0,0.0,7.516260836931688e-06,0.0,7.516260836931688e-06,"LINESTRING (467572.07247901737 5478904.688014957, 467580.4398114141 5478917.701720204, 467596.81336261274 5478932.958202513, 467616.0164160769 5478942.683551423, 467627.8363009218 5478948.928383766, 467637.76303751563 5478954.873158804)"
469184325,469184338,0,24.0,0.0,3.1647414050238687e-06,0.0,3.1647414050238687e-06,"LINESTRING (467572.07247901737 5478904.688014957, 467575.998484402 5478898.305354304, 467580.5464429591 5478892.930721735, 467587.3464078215 5478890.933647559, 467594.4245825641 5478890.635948572)"
469184327,469184325,0,10.0,0.0,1.3186422520932786e-06,0.0,1.3186422520932786e-06,"LINESTRING (467637.76303751563 5478954.873158804, 467627.8363009218 5478948.928383766, 467616.0164160769 5478942.683551423, 467596.81336261274 5478932.958202513, 467580.4398114141 5478917.701720204, 467572.07247901737 5478904.688014957)"
469184332,469184327,0,16.0,0.0,2.1098276033492456e-06,0.0,2.1098276033492456e-06,"LINESTRING (467650.01799199247 5478974.634655185, 467644.3930213882 5478964.561925466, 467637.76303751563 5478954.873158804)"
469184332,603247286,0,19.0,0.0,2.5054202789772294e-06,0.0,2.5054202789772294e-06,"LINESTRING (467650.01799199247 5478974.634655185, 467659.68601166096 5478972.387214003, 467663.24755437335 5478970.531700937, 467677.2581834583 5478955.139633835, 467674.02525167563 5478943.952063837, 467668.8100570328 5478940.669834452, 467660.85399357433 5478934.657748332, 467652.3685112916 5478934.696868453)"
469184332,603248153,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467650.01799199247 5478974.634655185, 467642.9693010171 5478976.221768601, 467640.39833075297 5478977.704541237, 467623.9659150402 5478995.267902586, 467623.47963688395 5479002.475092471, 467616.65398962435 5479009.897742147)"
469184332,10796669976,0,13.0,0.0,1.7142349277212623e-06,0.0,1.7142349277212623e-06,"LINESTRING (467650.01799199247 5478974.634655185, 467652.6773997458 5478981.967745677, 467651.9283236543 5478985.1852133395, 467646.0634008075 5478992.101837558, 467644.61308337783 5478999.270263799, 467659.48652036104 5479013.357334226, 467678.1047407797 5479030.85767405, 467678.7312661547 5479031.420972811, 467680.3422070791 5479033.0235167695)"
469184338,469184325,0,8.0,0.0,1.0549138016746228e-06,0.0,1.0549138016746228e-06,"LINESTRING (467594.4245825641 5478890.635948572, 467587.3464078215 5478890.933647559, 467580.5464429591 5478892.930721735, 467575.998484402 5478898.305354304, 467572.07247901737 5478904.688014957)"
469184338,603249662,0,39.0,0.0,5.1427047831637865e-06,0.0,5.1427047831637865e-06,"LINESTRING (467594.4245825641 5478890.635948572, 467605.3594080154 5478891.8051679535, 467617.632492873 5478890.13144834, 467619.1425157868 5478897.927163566, 467621.3355912088 5478898.703525898, 467630.94055832044 5478899.246966129, 467633.97644462687 5478902.842250184, 467636.4221397381 5478910.788075317, 467640.83348519565 5478921.4905796535)"
469184340,378372584,0,184.0,0.0,2.4263017438516327e-05,0.0,2.4263017438516327e-05,"LINESTRING (467582.627880251 5478863.901022229, 467602.3169821854 5478848.008128067, 467614.4608347227 5478840.4094045535)"
469184340,469184324,0,79.0,0.0,1.04172737915369e-05,0.0,1.04172737915369e-05,"LINESTRING (467582.627880251 5478863.901022229, 467567.60106887267 5478879.010301028, 467551.17366751574 5478897.429915607)"
469184340,469184338,0,22.0,0.0,2.901012954605213e-06,0.0,2.901012954605213e-06,"LINESTRING (467582.627880251 5478863.901022229, 467589.62962307676 5478875.144003289, 467594.4245825641 5478890.635948572)"
469184355,258642707,0,97.0,17.0,1.2790829845304802e-05,1.7537990123635608e-06,1.1037030832941241e-05,"LINESTRING (467719.6840254752 5479073.659779488, 467688.5270545609 5479092.443991279)"
469184355,1433733629,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467719.6840254752 5479073.659779488, 467705.16098911315 5479057.502572512, 467687.98894269724 5479040.671770655)"
469713236,415261915,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (467204.7535003827 5475532.147322279, 467230.4599388597 5475513.015304331)"
469713236,469713238,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (467204.7535003827 5475532.147322279, 467197.0048687307 5475538.653181877, 467188.33020165993 5475544.297427368, 467176.85325513297 5475551.792926754)"
469713238,470498156,0,5.0,0.0,6.593211260466393e-07,0.0,6.593211260466393e-07,"LINESTRING (467176.85325513297 5475551.792926754, 467175.97673194885 5475538.645938961, 467173.4079834051 5475526.25399511)"
469713238,782813173,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (467176.85325513297 5475551.792926754, 467181.48601402505 5475557.724215248, 467190.519269203 5475581.639793035)"
469713266,469713268,0,5.0,0.0,6.593211260466393e-07,0.0,6.593211260466393e-07,"LINESTRING (467562.74061614566 5475217.004664543, 467570.9330567234 5475214.265602368, 467577.20537367935 5475214.228416578, 467624.5248374954 5475224.621097489, 467642.5172011652 5475226.093336312, 467660.2867389116 5475227.900482518, 467681.7117851885 5475233.521688788)"
469713268,415261878,0,8.0,0.0,1.0549138016746228e-06,0.0,1.0549138016746228e-06,"LINESTRING (467681.7117851885 5475233.521688788, 467697.40870417823 5475240.466458455, 467726.7282563142 5475254.312782868, 467751.61764267756 5475270.720216156)"
469713268,469713266,0,22.0,0.0,2.901012954605213e-06,0.0,2.901012954605213e-06,"LINESTRING (467681.7117851885 5475233.521688788, 467660.2867389116 5475227.900482518, 467642.5172011652 5475226.093336312, 467624.5248374954 5475224.621097489, 467577.20537367935 5475214.228416578, 467570.9330567234 5475214.265602368, 467562.74061614566 5475217.004664543)"
469713305,469713310,0,51.0,0.0,6.7250754856757215e-06,0.0,6.7250754856757215e-06,"LINESTRING (467173.22644254705 5475068.316867425, 467178.4162686753 5475116.258598513, 467185.201876449 5475180.000134239, 467189.6667440913 5475220.753078544, 467234.6513904651 5475234.680711866)"
469713305,469713481,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (467173.22644254705 5475068.316867425, 467261.9147166466 5475040.469134904, 467311.29645810457 5475032.769407633)"
469713310,469713305,0,155.0,0.0,2.043895490744582e-05,0.0,2.043895490744582e-05,"LINESTRING (467234.6513904651 5475234.680711866, 467189.6667440913 5475220.753078544, 467185.201876449 5475180.000134239, 467178.4162686753 5475116.258598513, 467173.22644254705 5475068.316867425)"
469713312,469713310,0,103.0,0.0,1.358201519656077e-05,0.0,1.358201519656077e-05,"LINESTRING (467196.06676002877 5475366.534484758, 467212.2622684077 5475309.036664902, 467234.6513904651 5475234.680711866)"
469713312,470498184,0,52.0,0.0,6.856939710885049e-06,0.0,6.856939710885049e-06,"LINESTRING (467196.06676002877 5475366.534484758, 467178.4754200677 5475389.542497564)"
469713318,470498184,0,49.0,0.0,6.461347035257065e-06,0.0,6.461347035257065e-06,"LINESTRING (467089.0358704142 5475574.700646877, 467104.0993719302 5475524.591441013, 467123.74996114045 5475459.4791544285, 467128.33337823313 5475451.146676318, 467152.49978344084 5475421.873086111, 467166.0187082526 5475405.404409221, 467178.4754200677 5475389.542497564)"
469713318,782830594,0,49.0,0.0,6.461347035257065e-06,0.0,6.461347035257065e-06,"LINESTRING (467089.0358704142 5475574.700646877, 467085.0971826924 5475606.999065321)"
469713318,11253559166,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467089.0358704142 5475574.700646877, 466964.0332010718 5475538.310053984, 466961.7107237958 5475536.756486441, 466957.21606310405 5475526.121754926, 466951.79972737085 5475516.559896995)"
469713383,469713266,0,12.0,0.0,1.5823707025119343e-06,0.0,1.5823707025119343e-06,"LINESTRING (467525.1454440233 5475227.411565626, 467552.4890992141 5475219.80042497, 467562.74061614566 5475217.004664543)"
469713383,6067524425,0,53.0,0.0,6.988803936094377e-06,0.0,6.988803936094377e-06,"LINESTRING (467525.1454440233 5475227.411565626, 467507.82982652343 5475217.7975391755, 467495.2834507037 5475200.495129506, 467480.2831426352 5475190.0336028915, 467459.03902102646 5475175.8848330965, 467446.5073106299 5475162.306874656, 467433.96441786154 5475146.861238287, 467421.3501289108 5475143.790050948)"
469713481,246551859,0,25.0,0.0,3.2966056302331964e-06,0.0,3.2966056302331964e-06,"LINESTRING (467311.29645810457 5475032.769407633, 467290.04038045666 5475018.009885045, 467283.14296857844 5475009.3570980625, 467271.2563581617 5474999.500106032, 467248.1175545992 5474980.3938731635, 467220.67270448426 5474971.252761247, 467182.9728359967 5474926.919084067, 467161.75208699313 5474920.5870572105)"
469713481,469713305,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (467311.29645810457 5475032.769407633, 467261.9147166466 5475040.469134904, 467173.22644254705 5475068.316867425)"
469713481,503981185,0,6.0,0.0,7.911853512559672e-07,0.0,7.911853512559672e-07,"LINESTRING (467311.29645810457 5475032.769407633, 467323.2276099562 5475051.320258036, 467340.0809490919 5475058.66845662, 467351.42152371316 5475081.569913311, 467360.2192994326 5475096.404001527, 467377.75528019416 5475113.67634384, 467385.5619839514 5475117.987925082)"
469713560,469713567,0,7.0,0.0,9.23049576465295e-07,0.0,9.23049576465295e-07,"LINESTRING (467779.65993562056 5475073.949734483, 467785.678087751 5475049.199668779, 467800.83791986905 5475010.420857866, 467812.103601717 5474992.566255208, 467820.7505430205 5474980.719514472, 467830.5499906552 5474953.979430667, 467836.5088975672 5474937.590275699, 467848.87598964525 5474923.242465169)"
469713560,487063884,0,7.0,0.0,9.23049576465295e-07,0.0,9.23049576465295e-07,"LINESTRING (467779.65993562056 5475073.949734483, 467779.63187056436 5475080.2647461565, 467780.92665623524 5475088.328560092, 467765.4090506997 5475095.868839414, 467752.18505556445 5475098.837387996, 467739.1217310126 5475099.537012588, 467727.5285789993 5475109.744735395, 467717.6714270498 5475127.80244337, 467714.0212438334 5475142.099101938, 467718.4195796249 5475148.899402536, 467715.40030521847 5475164.426400751)"
469713567,469713572,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (467848.87598964525 5474923.242465169, 467854.57294820866 5474910.390294352, 467868.544693865 5474881.546760424, 467880.1207142534 5474838.65346538, 467878.30473324854 5474818.385479075, 467881.3938691398 5474814.642916944, 467882.4954153865 5474789.810669073)"
469713567,502899848,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (467848.87598964525 5474923.242465169, 467752.7383806409 5474897.481707142, 467720.18555714976 5474930.826651132, 467603.63971229945 5474909.813938921)"
469713572,469713567,0,5.0,0.0,6.593211260466393e-07,0.0,6.593211260466393e-07,"LINESTRING (467882.4954153865 5474789.810669073, 467881.3938691398 5474814.642916944, 467878.30473324854 5474818.385479075, 467880.1207142534 5474838.65346538, 467868.544693865 5474881.546760424, 467854.57294820866 5474910.390294352, 467848.87598964525 5474923.242465169)"
469713572,506300118,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (467882.4954153865 5474789.810669073, 467884.76011926116 5474780.280638571, 467884.6908688674 5474768.485186903, 467880.88692186645 5474756.711662853, 467878.3558624421 5474750.522859649, 467877.67390622984 5474740.598776465, 467877.02106977656 5474734.39894503, 467878.9845155864 5474730.373933315)"
469714606,393790477,0,44.0,0.0,5.802025909210426e-06,0.0,5.802025909210426e-06,"LINESTRING (467090.6761472723 5475625.565420646, 467082.5552553955 5475631.617860131)"
469714606,393790480,0,19.0,0.0,2.5054202789772294e-06,0.0,2.5054202789772294e-06,"LINESTRING (467090.6761472723 5475625.565420646, 467094.7959780511 5475642.650787894)"
469714606,782830594,0,20.0,0.0,2.637284504186557e-06,0.0,2.637284504186557e-06,"LINESTRING (467090.6761472723 5475625.565420646, 467087.32781425223 5475618.603648342, 467085.0971826924 5475606.999065321)"
469714830,249489435,0,520.0,0.0,6.85693971088505e-05,0.0,6.85693971088505e-05,"LINESTRING (467964.7217981267 5475262.019012798, 467948.5997612155 5475262.891705011, 467899.7323951374 5475261.644053555, 467887.0051522417 5475262.708240135, 467876.6743180589 5475266.826863004, 467832.4956329173 5475297.126515083)"
469714830,869363611,0,101.0,0.0,1.3318286746142114e-05,0.0,1.3318286746142114e-05,"LINESTRING (467964.7217981267 5475262.019012798, 468107.9392106419 5475258.624964451, 468348.7713591495 5475253.290308848)"
469714830,869363889,0,30.0,0.0,3.955926756279836e-06,0.0,3.955926756279836e-06,"LINESTRING (467964.7217981267 5475262.019012798, 467969.4971285062 5475271.3521368615, 467990.93039135454 5475300.766350944, 468143.1828543055 5475519.107054224, 468191.96663987805 5475606.130300966)"
469714830,869365194,0,7.0,0.0,9.23049576465295e-07,0.0,9.23049576465295e-07,"LINESTRING (467964.7217981267 5475262.019012798, 467915.73203242995 5475128.649349054, 467914.08224016725 5475116.896515862, 467917.4328386431 5475109.539189453, 467925.80653138517 5475099.3173977565)"
469715061,469715071,0,26.0,0.0,3.4284698554425246e-06,0.0,3.4284698554425246e-06,"LINESTRING (467934.93588277424 5475090.580959065, 467972.75148426555 5475054.3714610785, 468034.7832341774 5475008.592866437, 468044.02663962834 5474998.221648805, 468081.3430692888 5474940.8588939775, 468135.72087343276 5474881.70710642, 468175.12367976335 5474826.15616512, 468177.00552732096 5474813.059713987, 468177.604469546 5474780.136796463)"
469715071,352680939,0,42.0,0.0,5.538297458791771e-06,0.0,5.538297458791771e-06,"LINESTRING (468177.604469546 5474780.136796463, 468336.95794487273 5474778.356032316)"
469715071,469715061,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (468177.604469546 5474780.136796463, 468177.00552732096 5474813.059713987, 468175.12367976335 5474826.15616512, 468135.72087343276 5474881.70710642, 468081.3430692888 5474940.8588939775, 468044.02663962834 5474998.221648805, 468034.7832341774 5475008.592866437, 467972.75148426555 5475054.3714610785, 467934.93588277424 5475090.580959065)"
469715119,469713572,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (467896.23496742576 5474737.387981898, 467888.6300050731 5474774.876963058, 467882.4954153865 5474789.810669073)"
469715119,6067523947,0,80.0,0.0,1.0549138016746229e-05,0.0,1.0549138016746229e-05,"LINESTRING (467896.23496742576 5474737.387981898, 467935.9613570868 5474748.406071507, 467975.87254232395 5474756.332651955)"
469715164,469715237,0,66.0,0.0,8.70303886381564e-06,0.0,8.70303886381564e-06,"LINESTRING (468505.2447903348 5474051.979397466, 468496.8291564034 5474059.165380214, 468484.41196437366 5474065.451658426, 468470.7438189681 5474069.877407551, 468456.51989816915 5474086.091110457, 468443.52518100187 5474123.009956522, 468434.8683963786 5474133.621666577, 468425.60941334965 5474146.704986053, 468417.5441483314 5474151.721129052)"
469715164,627542643,0,10.0,0.0,1.3186422520932786e-06,0.0,1.3186422520932786e-06,"LINESTRING (468505.2447903348 5474051.979397466, 468517.93590005813 5474042.867706981, 468525.82172305655 5474036.874394013, 468529.29483038513 5474031.640236847, 468531.58799456403 5474023.021983801)"
469715164,708414626,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (468505.2447903348 5474051.979397466, 468515.8628048153 5474070.818300996, 468531.56271968083 5474095.553704257, 468556.03385100805 5474128.310153967, 468569.41788793204 5474151.458032377)"
469715171,458401315,0,34.0,0.0,4.483383657117148e-06,0.0,4.483383657117148e-06,"LINESTRING (468511.7019765565 5474223.7211328335, 468453.07631133834 5474302.716295395, 468406.7436105104 5474363.808379708, 468321.44328773266 5474468.585327291, 468212.1223810254 5474616.3284434145, 468170.1282507167 5474673.0615137005, 468131.80455940345 5474719.834335674, 468097.86285449285 5474774.2530747885)"
