u,v,key,stadtradeln_abs,nextbike_abs,stadtradeln_norm,nextbike_norm,diff_norm,geometry
1687917539,157008158,0,12.0,0.0,1.5823707025119343e-06,0.0,1.5823707025119343e-06,"LINESTRING (464791.59171045665 5477083.237910138, 464795.18615346594 5477084.19312442, 464799.40667424817 5477083.309874445, 464812.6470544048 5477073.7300371835, 464815.65732499224 5477072.8990618205, 464819.0130393144 5477075.056549322, 464837.51122215885 5477099.619010232, 464869.4289980919 5477143.6403375305, 464901.57297641214 5477185.714783433)"
1687917539,7641095530,0,9.0,0.0,1.1867780268839508e-06,0.0,1.1867780268839508e-06,"LINESTRING (464791.59171045665 5477083.237910138, 464771.18936206505 5477056.831203493, 464762.78271488583 5477045.945486366)"
1687917555,157008299,0,176.0,0.0,2.3208103636841705e-05,0.0,2.3208103636841705e-05,"LINESTRING (464931.7396692847 5477255.240798531, 464955.74863417353 5477237.276120861, 465068.52747965476 5477387.155729513)"
1687917555,1687917564,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (464931.7396692847 5477255.240798531, 464911.11050572456 5477270.082023072)"
1687917564,968017637,0,287.0,0.0,3.7845032635077096e-05,0.0,3.7845032635077096e-05,"LINESTRING (464911.11050572456 5477270.082023072, 464902.8492805086 5477276.105315263, 464883.7294955702 5477290.047530512, 464871.9618552561 5477298.628254831)"
1687917564,1687917555,0,136.0,0.0,1.793353462846859e-05,0.0,1.793353462846859e-05,"LINESTRING (464911.11050572456 5477270.082023072, 464931.7396692847 5477255.240798531)"
1687921197,968018292,0,8.0,0.0,1.0549138016746228e-06,0.0,1.0549138016746228e-06,"LINESTRING (464918.25365490257 5477324.7690415075, 464927.88584404846 5477330.199413979)"
1687930252,425349956,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (465706.9300154773 5476983.740476217, 465688.5359904857 5476991.371510499, 465679.2452190851 5476991.796721237, 465673.1663925205 5476991.156706992, 465668.6793750635 5476988.883508158, 465666.2267096945 5476986.186177701, 465663.328786446 5476983.002463467, 465638.68990873167 5476931.281790448)"
1687930252,939425794,0,113.0,0.0,1.4900657448654048e-05,0.0,1.4900657448654048e-05,"LINESTRING (465706.9300154773 5476983.740476217, 465730.31104395806 5477025.752410397, 465752.1991928764 5477060.947488767, 465758.66582916 5477071.435500669)"
1687930867,352676705,0,150.0,0.0,1.977963378139918e-05,0.0,1.977963378139918e-05,"LINESTRING (465666.85961678246 5477751.618603972, 465681.1009524484 5477746.7929802695, 465698.36425654334 5477740.7254700735, 465759.95644944557 5477719.448929825, 465765.5121290677 5477717.701987573, 465932.09862001083 5477659.715767603)"
1687930867,352677149,0,185.0,0.0,2.4394881663725657e-05,0.0,2.4394881663725657e-05,"LINESTRING (465666.85961678246 5477751.618603972, 465634.8731765421 5477761.947943859, 465603.5091912715 5477772.117905765, 465596.84973497933 5477774.672442585, 465590.316158195 5477777.648670705, 465515.6298554168 5477817.609799905, 465469.6419088229 5477843.0263765175, 465415.9591278772 5477872.216495343, 465386.84566327673 5477888.521608409, 465341.865626743 5477913.821714312, 465323.22817976325 5477924.779791697, 465276.15898977406 5477954.273993179, 465234.06277504197 5477981.557879407, 465158.08529561874 5478036.430026934, 465104.7367580196 5478076.549914369, 465089.9575379343 5478087.728756276)"
1687934677,299238666,0,154.0,0.0,2.030709068223649e-05,0.0,2.030709068223649e-05,"LINESTRING (469524.87939358136 5476792.655875096, 469516.7388916232 5476779.749162097)"
1687934677,304401618,0,287.0,0.0,3.7845032635077096e-05,0.0,3.7845032635077096e-05,"LINESTRING (469524.87939358136 5476792.655875096, 469533.8991685014 5476807.247587499, 469568.2419464953 5476862.422357683)"
1688137795,1178604869,0,18.0,213.0,2.3735560537679016e-06,2.1974069978437558e-05,-1.9600513924669655e-05,"LINESTRING (465303.2047363349 5482532.891934436, 465302.0030518522 5482538.6586327115, 465301.45871356776 5482541.886276687, 465301.0845670908 5482544.545827067, 465300.931272055 5482547.770984544, 465301.0159881522 5482549.7049554605, 465301.34130014613 5482551.893107503, 465302.07309537765 5482555.368347921, 465302.8114949971 5482558.743485609)"
1688137801,1005444478,0,544.0,569.0,7.173413851387436e-05,5.8700684590286244e-05,1.3033453923588118e-05,"LINESTRING (465317.6977712576 5482527.529929176, 465318.6167698561 5482519.44139638, 465319.5043266541 5482501.847284653, 465324.02265388553 5482483.518556743, 465327.28171404137 5482461.895827419, 465327.30595902406 5482449.7549602445, 465332.0396054672 5482408.310824673, 465332.9900166049 5482400.600104219, 465333.632323177 5482392.268740718, 465333.5896929399 5482374.15800497, 465332.62301208504 5482356.508972469)"
1688137801,1688137795,0,8.0,0.0,1.0549138016746228e-06,0.0,1.0549138016746228e-06,"LINESTRING (465317.6977712576 5482527.529929176, 465303.2047363349 5482532.891934436)"
1688801542,1604209771,0,18.0,0.0,2.3735560537679016e-06,0.0,2.3735560537679016e-06,"LINESTRING (459861.5875965992 5489824.277194689, 459865.35446916136 5489822.1592154065, 459871.7024347424 5489829.73945879, 459883.2079260644 5489834.502169821, 459903.042027269 5489833.955800072)"
1688801542,1604212701,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (459861.5875965992 5489824.277194689, 459858.69957489375 5489825.921735079, 459856.769379468 5489827.014425905, 459856.3062105419 5489826.973368636, 459850.9360480518 5489826.457062778)"
1688801542,1688801543,0,27.0,0.0,3.5603340806518524e-06,0.0,3.5603340806518524e-06,"LINESTRING (459861.5875965992 5489824.277194689, 459867.47700598574 5489831.460561363, 459870.28742341674 5489834.986528115, 459873.77542109706 5489838.207312616)"
1688801543,311242160,0,21.0,0.0,2.7691487293958853e-06,0.0,2.7691487293958853e-06,"LINESTRING (459873.77542109706 5489838.207312616, 459895.7094871399 5489839.980245726)"
1688805318,311242128,0,23.0,0.0,3.032877179814541e-06,0.0,3.032877179814541e-06,"LINESTRING (460027.6294217751 5490419.554394357, 460030.5371386981 5490426.53746782)"
1688805318,311242131,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (460027.6294217751 5490419.554394357, 460045.22092032083 5490412.287394303, 460067.40096702334 5490407.499485476)"
1688805322,1688806758,0,26.0,0.0,3.4284698554425246e-06,0.0,3.4284698554425246e-06,"LINESTRING (459989.7797303491 5490439.2225114945, 459997.817581897 5490442.676765658, 460012.9342972162 5490437.173395142, 460017.06892295025 5490447.760843058, 460023.5859644023 5490445.0112679405)"
1688805322,1688814152,0,4.0,0.0,5.274569008373114e-07,0.0,5.274569008373114e-07,"LINESTRING (459989.7797303491 5490439.2225114945, 459994.1080850864 5490447.6293635415, 460008.5582175899 5490460.653696742, 460020.49469545373 5490475.064060961, 460035.1777461003 5490519.829035668, 460057.73073415685 5490610.265194936)"
1688805322,5568283680,0,6.0,0.0,7.911853512559672e-07,0.0,7.911853512559672e-07,"LINESTRING (459989.7797303491 5490439.2225114945, 459987.6585211862 5490432.011314666, 459994.98475091555 5490410.466105382, 459995.23526514554 5490401.258446865, 459878.7767466684 5490155.682086715)"
1688806758,1688805322,0,6.0,0.0,7.911853512559672e-07,0.0,7.911853512559672e-07,"LINESTRING (460023.5859644023 5490445.0112679405, 460017.06892295025 5490447.760843058, 460012.9342972162 5490437.173395142, 459997.817581897 5490442.676765658, 459989.7797303491 5490439.2225114945)"
1688806758,1688841884,0,29.0,0.0,3.824062531070508e-06,0.0,3.824062531070508e-06,"LINESTRING (460023.5859644023 5490445.0112679405, 460030.0949649088 5490442.150578399, 460035.6508098993 5490440.464299235)"
1688806758,1688863369,0,28.0,0.0,3.69219830586118e-06,0.0,3.69219830586118e-06,"LINESTRING (460023.5859644023 5490445.0112679405, 460018.73136044876 5490430.91577244, 460016.2619063163 5490424.529865083, 459986.3836711598 5490351.0584135605, 459899.2814845537 5490170.740607057, 459875.32503521873 5490112.224501304, 459853.07729660056 5490043.255970024, 459843.9136932343 5490001.007939301, 459839.20177009224 5489973.03611987, 459835.2134259232 5489942.179370203, 459833.6691758256 5489908.336049817, 459834.05142034305 5489882.705935123)"
1688814152,1688805322,0,20.0,0.0,2.637284504186557e-06,0.0,2.637284504186557e-06,"LINESTRING (460057.73073415685 5490610.265194936, 460035.1777461003 5490519.829035668, 460020.49469545373 5490475.064060961, 460008.5582175899 5490460.653696742, 459994.1080850864 5490447.6293635415, 459989.7797303491 5490439.2225114945)"
1688814152,2308633062,0,16.0,0.0,2.1098276033492456e-06,0.0,2.1098276033492456e-06,"LINESTRING (460057.73073415685 5490610.265194936, 460065.15134266694 5490661.698845892, 460068.9739815848 5490720.474641861, 460071.096346651 5490778.139986391, 460069.843488594 5490825.1900365455, 460045.2129179405 5491243.490942815)"
1688841884,1688806758,0,18.0,0.0,2.3735560537679016e-06,0.0,2.3735560537679016e-06,"LINESTRING (460035.6508098993 5490440.464299235, 460030.0949649088 5490442.150578399, 460023.5859644023 5490445.0112679405)"
1688841884,1690152366,0,69.0,0.0,9.098631539443623e-06,0.0,9.098631539443623e-06,"LINESTRING (460035.6508098993 5490440.464299235, 460041.8670040822 5490459.775337849, 460048.4171012546 5490482.219247338, 460055.4206075818 5490505.360280002, 460065.0536146964 5490539.967064363, 460075.04856386693 5490584.49970829, 460085.77904328983 5490648.494838402, 460091.26810905803 5490700.843258863, 460093.79341446457 5490750.378292252, 460094.4966053853 5490797.958778958, 460092.97108962934 5490839.407278405, 460087.39580335707 5490945.8599098325, 460040.80906633136 5491684.491514767, 460039.6716706354 5491737.33335805, 460039.99553025357 5491773.553942922, 460041.2818487543 5491813.836707806, 460046.7086775924 5491866.641471954, 460055.634272416 5491932.217560108, 460070.3714621921 5492029.22652996, 460082.2183021927 5492104.809815682, 460097.90309763537 5492217.788725895, 460099.2997490152 5492227.840422111)"
1688842815,311242135,0,101.0,0.0,1.3318286746142114e-05,0.0,1.3318286746142114e-05,"LINESTRING (460101.74326133874 5490392.682893288, 460097.5151570201 5490389.056020616)"
1688842815,1688841884,0,10.0,0.0,1.3186422520932786e-06,0.0,1.3186422520932786e-06,"LINESTRING (460101.74326133874 5490392.682893288, 460090.7574425829 5490402.391734097, 460055.47664243984 5490419.383320543, 460041.8560192722 5490429.711977742, 460040.24848332664 5490438.2847438445, 460035.6508098993 5490440.464299235)"
1688857110,1604212702,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (459836.2369254261 5489841.719496654, 459837.54260872724 5489830.480551952, 459838.0928118121 5489824.672828766)"
1688857110,1688857112,0,28.0,0.0,3.69219830586118e-06,0.0,3.69219830586118e-06,"LINESTRING (459836.2369254261 5489841.719496654, 459849.212247905 5489839.84488667)"
1688857112,311242162,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (459849.212247905 5489839.84488667, 459848.14052083634 5489850.448369506)"
1688857112,1688801543,0,12.0,0.0,1.5823707025119343e-06,0.0,1.5823707025119343e-06,"LINESTRING (459849.212247905 5489839.84488667, 459873.77542109706 5489838.207312616)"
1688863369,1688857110,0,33.0,0.0,4.35151943190782e-06,0.0,4.35151943190782e-06,"LINESTRING (459834.05142034305 5489882.705935123, 459834.4548318792 5489865.825634858, 459835.2197160297 5489851.866736804, 459836.2369254261 5489841.719496654)"
1688906163,836150372,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (459792.1850265845 5489858.343846752, 459672.96890390187 5489875.947306199)"
1688906163,1281213247,0,19.0,0.0,2.5054202789772294e-06,0.0,2.5054202789772294e-06,"LINESTRING (459792.1850265845 5489858.343846752, 459793.68115940137 5489864.091989835, 459800.01850596815 5489870.226871986, 459813.3532612501 5489878.845038192, 459817.490116935 5489885.707744678, 459818.80761457136 5489893.714193872, 459818.4738037992 5489930.795630526, 459832.862425427 5490011.696168915, 459840.77188141725 5490044.703146423, 459859.10043633246 5490100.970262838)"
1688927814,941369619,0,9.0,0.0,1.1867780268839508e-06,0.0,1.1867780268839508e-06,"LINESTRING (459892.8736407205 5489615.048060532, 459887.66849410505 5489623.213756715, 459865.6510231793 5489674.019082556, 459858.4865509252 5489704.824642758, 459849.0600867595 5489731.933441198, 459840.6799320973 5489761.647300635, 459831.05276730977 5489797.796655525, 459824.9477670981 5489812.373100228)"
1689028670,1604209771,0,193.0,0.0,2.544979546540028e-05,0.0,2.544979546540028e-05,"LINESTRING (459932.3960501604 5489640.117505068, 459927.1613295852 5489644.269737782, 459896.023423068 5489721.580982974, 459888.13943707536 5489758.795847112, 459880.43405324285 5489792.75179823, 459880.04892176494 5489801.337832077, 459884.0916430173 5489812.114863224, 459891.0609396007 5489820.591119052, 459902.9972964806 5489831.810330582, 459903.042027269 5489833.955800072)"
1689028670,1775012910,0,146.0,0.0,1.925217688056187e-05,0.0,1.925217688056187e-05,"LINESTRING (459932.3960501604 5489640.117505068, 459938.3820097718 5489628.955331096, 459975.805426469 5489489.547906593, 460003.38579140906 5489401.200780106)"
1690082076,298512146,0,68.0,0.0,8.966767314234295e-06,0.0,8.966767314234295e-06,"LINESTRING (460056.25871559966 5492239.785887071, 460062.46935466805 5492236.949628348, 460073.7682311116 5492232.986449599, 460086.38595907437 5492230.436743237)"
1690082076,427946103,0,25.0,0.0,3.2966056302331964e-06,0.0,3.2966056302331964e-06,"LINESTRING (460056.25871559966 5492239.785887071, 459988.5846271302 5492249.244456608)"
1690082076,1690152377,0,36.0,0.0,4.747112107535803e-06,0.0,4.747112107535803e-06,"LINESTRING (460056.25871559966 5492239.785887071, 460054.6892860368 5492226.889218592, 460056.5307170484 5492219.726716003, 460067.7612123693 5492210.38283466, 460072.8052250098 5492205.198100714, 460033.90159487294 5491920.291722148, 460031.8089164323 5491914.914786492)"
1690082082,1690152374,0,30.0,0.0,3.955926756279836e-06,0.0,3.955926756279836e-06,"LINESTRING (460092.06927380693 5492271.009710752, 460084.9280272651 5492258.342921002, 460079.754039096 5492251.721104827, 460074.7903076315 5492247.154611283, 460070.16860071477 5492242.896920389)"
1690144134,1690144136,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (460076.68094196817 5492253.589272805, 460078.6887645811 5492257.276887682, 460080.42760641914 5492261.74474883, 460093.30098439654 5492359.089919118, 460117.88046367245 5492542.637411047)"
1690144136,1690144134,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (460117.88046367245 5492542.637411047, 460093.30098439654 5492359.089919118, 460080.42760641914 5492261.74474883, 460078.6887645811 5492257.276887682, 460076.68094196817 5492253.589272805)"
1690144136,1690190655,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (460117.88046367245 5492542.637411047, 460106.40518648725 5492542.176769275, 460080.22530804056 5492534.619471901, 460044.6096956576 5492517.90351748, 460006.5776135516 5492497.0028905645, 459993.21674333315 5492487.86193835, 459976.28175824764 5492472.4099561665, 459963.6842311981 5492461.907041729, 459951.0685890279 5492460.732437407)"
1690144136,2793523329,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (460117.88046367245 5492542.637411047, 460139.1630999289 5492615.827985125, 460148.97762433375 5492636.291334314, 460164.3493152452 5492662.473212207, 460191.33922982344 5492693.895693065, 460352.21488475637 5492852.410916074, 460381.6950252049 5492886.606833767, 460422.7042924552 5492912.936281857, 460452.1488070156 5492940.35075072, 460482.0542345178 5492971.553323198, 460574.94186979334 5493056.233367032, 460580.68585483806 5493064.897257045, 460589.9926239806 5493143.301845514)"
1690152330,427946107,0,14.0,0.0,1.84609915293059e-06,0.0,1.84609915293059e-06,"LINESTRING (460119.828415445 5492226.589191554, 460114.9405869584 5492229.4156854935, 460109.08240659867 5492232.015817798, 460100.299384603 5492235.0154256)"
1690152345,298512146,0,20.0,0.0,2.637284504186557e-06,0.0,2.637284504186557e-06,"LINESTRING (460087.5913081023 5492239.044478805, 460086.38595907437 5492230.436743237)"
1690152345,1690152374,0,29.0,0.0,3.824062531070508e-06,0.0,3.824062531070508e-06,"LINESTRING (460087.5913081023 5492239.044478805, 460078.1076980255 5492242.1270900825, 460070.16860071477 5492242.896920389)"
1690152366,427946107,0,20.0,0.0,2.637284504186557e-06,0.0,2.637284504186557e-06,"LINESTRING (460099.2997490152 5492227.840422111, 460100.299384603 5492235.0154256)"
1690152366,1690152330,0,39.0,0.0,5.1427047831637865e-06,0.0,5.1427047831637865e-06,"LINESTRING (460099.2997490152 5492227.840422111, 460108.6690678035 5492225.926093817, 460119.828415445 5492226.589191554)"
1690152374,1690082076,0,34.0,0.0,4.483383657117148e-06,0.0,4.483383657117148e-06,"LINESTRING (460070.16860071477 5492242.896920389, 460056.25871559966 5492239.785887071)"
1690152377,1690082076,0,35.0,0.0,4.6152478823264754e-06,0.0,4.6152478823264754e-06,"LINESTRING (460031.8089164323 5491914.914786492, 460033.90159487294 5491920.291722148, 460072.8052250098 5492205.198100714, 460067.7612123693 5492210.38283466, 460056.5307170484 5492219.726716003, 460054.6892860368 5492226.889218592, 460056.25871559966 5492239.785887071)"
1690152377,2308633062,0,18.0,0.0,2.3735560537679016e-06,0.0,2.3735560537679016e-06,"LINESTRING (460031.8089164323 5491914.914786492, 460028.6174504711 5491904.631696444, 460020.72813251044 5491845.340915295, 460016.47986511845 5491799.4763646275, 460015.0871615322 5491754.580349544, 460025.4488122831 5491539.267792349, 460033.4485182613 5491403.878849298, 460044.42908212787 5491259.829261087, 460045.2129179405 5491243.490942815)"
1690190655,1690144136,0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (459951.0685890279 5492460.732437407, 459963.6842311981 5492461.907041729, 459976.28175824764 5492472.4099561665, 459993.21674333315 5492487.86193835, 460006.5776135516 5492497.0028905645, 460044.6096956576 5492517.90351748, 460080.22530804056 5492534.619471901, 460106.40518648725 5492542.176769275, 460117.88046367245 5492542.637411047)"
1690190655,1690191491,0,13.0,0.0,1.7142349277212623e-06,0.0,1.7142349277212623e-06,"LINESTRING (459951.0685890279 5492460.732437407, 459951.01850134844 5492428.401156666, 459962.7338061918 5492414.294900323, 459972.69258513 5492394.2978455555, 459978.7425761143 5492386.359428872, 459981.64801602403 5492373.507683377, 459983.56502487656 5492358.951012512, 459985.8823825074 5492325.112489366)"
1690190655,6739856462,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (459951.0685890279 5492460.732437407, 459857.3698185895 5492472.585746983)"
1690191487,1690191488,0,4.0,0.0,5.274569008373114e-07,0.0,5.274569008373114e-07,"LINESTRING (459920.22789383074 5492322.026889587, 459907.4528723736 5492330.659785194, 459867.9649070524 5492349.796266757, 459856.6723210169 5492364.355452756)"
1690191487,1690191491,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (459920.22789383074 5492322.026889587, 459934.76206676086 5492319.618362474, 459957.76419594267 5492323.4848938165, 459985.8823825074 5492325.112489366)"
1690191488,1690191487,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (459856.6723210169 5492364.355452756, 459867.9649070524 5492349.796266757, 459907.4528723736 5492330.659785194, 459920.22789383074 5492322.026889587)"
1690191488,6739856462,0,8.0,0.0,1.0549138016746228e-06,0.0,1.0549138016746228e-06,"LINESTRING (459856.6723210169 5492364.355452756, 459856.1605221236 5492389.041578364, 459856.27845802624 5492391.308815796, 459857.35925707035 5492412.380900677, 459855.64367241634 5492448.30526988, 459857.3698185895 5492472.585746983)"
1690191491,1690190655,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (459985.8823825074 5492325.112489366, 459983.56502487656 5492358.951012512, 459981.64801602403 5492373.507683377, 459978.7425761143 5492386.359428872, 459972.69258513 5492394.2978455555, 459962.7338061918 5492414.294900323, 459951.01850134844 5492428.401156666, 459951.0685890279 5492460.732437407)"
1690191491,1690191487,0,4.0,0.0,5.274569008373114e-07,0.0,5.274569008373114e-07,"LINESTRING (459985.8823825074 5492325.112489366, 459957.76419594267 5492323.4848938165, 459934.76206676086 5492319.618362474, 459920.22789383074 5492322.026889587)"
1690191491,2793529879,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (459985.8823825074 5492325.112489366, 459988.7494098025 5492288.356965884)"
1690440401,338871802,0,7.0,0.0,9.23049576465295e-07,0.0,9.23049576465295e-07,"LINESTRING (468960.9557668851 5478529.05717509, 468990.3941523346 5478511.32401381, 468996.9759906262 5478510.308302675, 469003.0188836833 5478515.210285411, 469014.5839074331 5478536.701950495, 469027.2085879388 5478577.665883443, 469038.1257205879 5478597.404670865)"
1690440405,1690440401,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (468931.6064700716 5478545.8561018845, 468960.9557668851 5478529.05717509)"
1690440418,338871798,0,13.0,0.0,1.7142349277212623e-06,0.0,1.7142349277212623e-06,"LINESTRING (468900.17068899417 5478564.012309501, 468876.8831162504 5478577.497304529, 468872.23422430846 5478581.9597614305, 468868.4223022806 5478588.31858451, 468867.2336469903 5478594.651344053, 468866.975512743 5478623.114195914, 468868.5179029472 5478655.969409381, 468870.56237208704 5478686.642689301, 468874.0021697428 5478692.57107572)"
1690440418,1690440405,0,3.0,0.0,3.955926756279836e-07,0.0,3.955926756279836e-07,"LINESTRING (468900.17068899417 5478564.012309501, 468931.6064700716 5478545.8561018845)"
1690440434,1690440418,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (468913.0752060626 5478587.786391329, 468900.17068899417 5478564.012309501)"
1695138373,410703762,0,1.0,0.0,1.3186422520932785e-07,0.0,1.3186422520932785e-07,"LINESTRING (460053.9416701864 5483151.544408295, 459980.44728305493 5483307.946419674)"
1696522771,1696522802,0,0.0,99.0,0.0,1.021330013082309e-05,-1.021330013082309e-05,"LINESTRING (466417.7528417209 5477883.490108539, 466406.0250467267 5477903.440755254, 466405.7077176161 5477904.876897779, 466404.7627056094 5477909.140811558, 466402.99687907414 5477936.690374192)"
1696522796,1696522802,0,6.0,49.0,7.911853512559672e-07,5.055067741518499e-06,-4.263882390262532e-06,"LINESTRING (466433.9552796527 5477926.494141402, 466418.6962771788 5477935.582160557, 466415.1076693828 5477936.615930798, 466411.2831071886 5477936.995205485, 466402.99687907414 5477936.690374192)"
1696522802,1696522771,0,0.0,99.0,0.0,1.021330013082309e-05,-1.021330013082309e-05,"LINESTRING (466402.99687907414 5477936.690374192, 466404.7627056094 5477909.140811558, 466405.7077176161 5477904.876897779, 466406.0250467267 5477903.440755254, 466417.7528417209 5477883.490108539)"
1696522802,2571387785,0,2.0,0.0,2.637284504186557e-07,0.0,2.637284504186557e-07,"LINESTRING (466402.99687907414 5477936.690374192, 466401.95853505365 5477945.813326528, 466360.5728576695 5477970.504783259, 466348.900201313 5477978.158968218)"
1696558652,266633277,0,0.0,99.0,0.0,1.021330013082309e-05,-1.021330013082309e-05,"LINESTRING (466428.1647482462 5477829.838510889, 466415.3118083294 5477853.075787035)"
1696558652,2058270722,0,0.0,99.0,0.0,1.021330013082309e-05,-1.021330013082309e-05,"LINESTRING (466428.1647482462 5477829.838510889, 466418.4383894578 5477814.589109012)"
1696622614,266633264,0,40.0,0.0,5.274569008373114e-06,0.0,5.274569008373114e-06,"LINESTRING (466494.52764794393 5478017.766161388, 466506.19763709186 5478002.563341904)"
1696622614,416352918,0,40.0,49.0,5.274569008373114e-06,5.055067741518499e-06,2.1950126685461507e-07,"LINESTRING (466494.52764794393 5478017.766161388, 466482.03871780296 5478035.330996394)"
1696714252,314974049,0,20.0,0.0,2.637284504186557e-06,0.0,2.637284504186557e-06,"LINESTRING (463912.7491730887 5479799.040644204, 463931.61973769066 5479783.084164, 463937.4575155561 5479778.376115376, 463941.80285432865 5479776.979928846, 463946.6415704787 5479777.881884539, 463957.9626844347 5479787.21286608, 463961.86054108 5479788.276694144, 463966.4392643991 5479787.112462101, 463986.2279682353 5479770.816580029)"
1696714252,1696714264,0,977.0,0.0,0.00012883134802951332,0.0,0.00012883134802951332,"LINESTRING (463912.7491730887 5479799.040644204, 463914.2933577321 5479802.465858255, 463914.484751108 5479806.211310744, 463913.3055600553 5479809.77681567, 463910.91194821266 5479812.672156397)"
1696714262,1696714252,0,1441.0,236.0,0.00019001634852664146,2.434685687751767e-05,0.0001656694916491238,"LINESTRING (463895.0417271695 5479808.985860025, 463894.1684663186 5479805.122619408, 463894.8382055754 5479801.215824619, 463896.96065596206 5479797.855319438, 463900.20599492 5479795.565824824, 463904.07650865015 5479794.684167847, 463908.0006333182 5479795.3364233095, 463911.2307165504 5479797.316292363, 463912.7491730887 5479799.040644204)"
1696714262,2343195995,0,589.0,236.0,7.766802864829411e-05,2.434685687751767e-05,5.3321171770776436e-05,"LINESTRING (463895.0417271695 5479808.985860025, 463883.8081415983 5479813.996462764)"
1696714264,318317723,0,70.0,0.0,9.230495764652951e-06,0.0,9.230495764652951e-06,"LINESTRING (463910.91194821266 5479812.672156397, 463918.3319333211 5479821.539650401)"
1696714264,1696714262,0,847.0,0.0,0.0001116889987523007,0.0,0.0001116889987523007,"LINESTRING (463910.91194821266 5479812.672156397, 463908.1766864626 5479814.302320486, 463905.0730702807 5479815.012138426, 463901.9049538369 5479814.732895336, 463898.4237219481 5479813.1215811875, 463896.45525639114 5479811.277911672, 463895.0417271695 5479808.985860025)"
1696714296,2343195995,0,289.0,102.0,3.8108761085495755e-05,1.0522794074181366e-05,2.7585967011314388e-05,"LINESTRING (463758.93996322254 5479866.454967709, 463848.5410862544 5479828.816421823, 463883.8081415983 5479813.996462764)"
1696714307,7202850020,0,293.0,0.0,3.8636217986333066e-05,0.0,3.8636217986333066e-05,"LINESTRING (464014.6790812098 5479906.856100321, 464020.6654139286 5479899.412168076, 464037.9250306984 5479876.484653516, 464040.66878496547 5479872.842166996)"
1696738990,314974039,0,37.0,0.0,4.878976332745131e-06,0.0,4.878976332745131e-06,"LINESTRING (464090.81797556893 5479686.088086147, 464096.7392850747 5479688.539556468, 464148.31046806806 5479726.679660364)"
1696738990,1696739000,0,27.0,0.0,3.5603340806518524e-06,0.0,3.5603340806518524e-06,"LINESTRING (464090.81797556893 5479686.088086147, 464084.3973600046 5479688.142634328, 464066.7740465208 5479703.267648649, 464063.4957948813 5479706.079798037)"
1696739000,1696738990,0,128.0,0.0,1.6878620826793965e-05,0.0,1.6878620826793965e-05,"LINESTRING (464063.4957948813 5479706.079798037, 464066.7740465208 5479703.267648649, 464084.3973600046 5479688.142634328, 464090.81797556893 5479686.088086147)"
1696739000,1696739011,0,27.0,0.0,3.5603340806518524e-06,0.0,3.5603340806518524e-06,"LINESTRING (464063.4957948813 5479706.079798037, 464037.6727835265 5479728.140816021)"
1696739005,1696739000,0,29.0,0.0,3.824062531070508e-06,0.0,3.824062531070508e-06,"LINESTRING (464083.27228335524 5479720.892098665, 464067.7198637016 5479709.3651254615, 464063.4957948813 5479706.079798037)"
1696739009,314974063,0,236.0,0.0,3.1119957149401375e-05,0.0,3.1119957149401375e-05,"LINESTRING (464153.76212162274 5479727.133062209, 464157.88759252767 5479724.237582392, 464194.68400824873 5479675.010997279)"
1696739009,314974066,0,29.0,0.0,3.824062531070508e-06,0.0,3.824062531070508e-06,"LINESTRING (464153.76212162274 5479727.133062209, 464156.6252784808 5479732.828845085, 464158.56200250116 5479734.261455386, 464210.5106748488 5479772.644254909, 464214.2370094884 5479774.076275559, 464217.71350477403 5479772.763827309, 464254.3091664308 5479719.403119218)"
1696739011,314974049,0,75.0,0.0,9.88981689069959e-06,0.0,9.88981689069959e-06,"LINESTRING (464037.6727835265 5479728.140816021, 463986.2279682353 5479770.816580029)"
1696739011,1696739000,0,36.0,0.0,4.747112107535803e-06,0.0,4.747112107535803e-06,"LINESTRING (464037.6727835265 5479728.140816021, 464063.4957948813 5479706.079798037)"
