start_id,end_id,start_lat,start_lon,end_lat,end_lon,count
339468,121376,49.484576,8.459859,49.477082,8.463662,196
30612250,339472,49.4908,8.471387,49.48711,8.456876,196
7853258,339459,49.492344,8.482906,49.487939,8.478742,196
146888993,28450544,49.48489,8.487298,49.475967,8.483157,195
30612203,148606240,49.4945,8.459644,49.484796,8.462552,195
1557693,339478,49.47365,8.46642,49.470261,8.482255,195
195402059,339475,49.478289,8.489728,49.47996,8.469749,194
339476,339346,49.493448,8.458968,49.497263,8.483832,194
339343,30612231,49.49707,8.473044,49.500678,8.470904,194
28450681,339472,49.496424,8.47725,49.48711,8.456876,194
27231009,660971,49.452873,8.495253,49.456695,8.481027,193
339463,339349,49.487956,8.466007,49.498946,8.467224,193
29964359,339350,49.484387,8.473963,49.506903,8.492206,192
30612264,339476,49.485946,8.46215,49.493448,8.458968,192
339475,660983,49.47996,8.469749,49.502211,8.465255,192
339456,339476,49.490685,8.475705,49.493448,8.458968,192
7853258,28450647,49.492344,8.482906,49.481645,8.478822,192
30612225,27230871,49.497065,8.492131,49.503921,8.477009,191
339350,29964359,49.506903,8.492206,49.484387,8.473963,191
660951,4915747,49.48275,8.463303,49.485698,8.473613,191
339350,27230871,49.506903,8.492206,49.503921,8.477009,190
339463,339346,49.487956,8.466007,49.497263,8.483832,189
58196168,28450681,49.479693,8.471489,49.496424,8.47725,189
58196617,660951,49.476208,8.470888,49.48275,8.463303,188
339343,339349,49.49707,8.473044,49.498946,8.467224,188
339350,4726822,49.506903,8.492206,49.500855,8.499588,188
339463,339468,49.487956,8.466007,49.484576,8.459859,188
339468,339476,49.484576,8.459859,49.493448,8.458968,188
339350,148606240,49.506903,8.492206,49.484796,8.462552,187
660939,339472,49.464913,8.475941,49.48711,8.456876,187
339463,148606240,49.487956,8.466007,49.484796,8.462552,187
28450681,29964359,49.496424,8.47725,49.484387,8.473963,187
30612162,339475,49.478184,8.506728,49.47996,8.469749,187
339343,339472,49.49707,8.473044,49.48711,8.456876,187
339343,660978,49.49707,8.473044,49.508376,8.476054,186
339472,29964359,49.48711,8.456876,49.484387,8.473963,186
339472,30612264,49.48711,8.456876,49.485946,8.46215,186
339350,660978,49.506903,8.492206,49.508376,8.476054,186
339468,339466,49.484576,8.459859,49.491183,8.462391,185
7853258,660974,49.492344,8.482906,49.494114,8.4676,185
29964359,28450544,49.484387,8.473963,49.475967,8.483157,185
660951,339352,49.48275,8.463303,49.497225,8.457751,184
339485,339465,49.478512,8.482561,49.483245,8.474793,184
9214247,38930075,49.508189,8.512414,49.514029,8.527681,184
31471276,276163348,49.487604,8.471435,49.480781,8.469247,184
28450544,7853258,49.475967,8.483157,49.492344,8.482906,183
660971,339468,49.456695,8.481027,49.484576,8.459859,183
30612240,339475,49.499357,8.461822,49.47996,8.469749,183
660951,58196617,49.48275,8.463303,49.476208,8.470888,183
276163348,339485,49.480781,8.469247,49.478512,8.482561,183
339466,30612264,49.491183,8.462391,49.485946,8.46215,183
148606240,339464,49.484796,8.462552,49.489012,8.462997,182
339485,339472,49.478512,8.482561,49.48711,8.456876,182
339346,58196168,49.497263,8.483832,49.479693,8.471489,182
339472,30612250,49.48711,8.456876,49.4908,8.471387,181
339478,660943,49.470261,8.482255,49.474329,8.486944,181
30612203,339463,49.4945,8.459644,49.487956,8.466007,181
339461,7853258,49.485357,8.47665,49.492344,8.482906,181
148606240,339468,49.484796,8.462552,49.484576,8.459859,179
29964359,28450596,49.484387,8.473963,49.479913,8.475652,179
660971,148606240,49.456695,8.481027,49.484796,8.462552,179
339464,148606240,49.489012,8.462997,49.484796,8.462552,178
30612240,339354,49.499357,8.461822,49.493002,8.470325,178
148606240,339463,49.484796,8.462552,49.487956,8.466007,177
31471276,339343,49.487604,8.471435,49.49707,8.473044,177
339350,339343,49.506903,8.492206,49.49707,8.473044,177
