,GraphhopperKoordinaten,startpoint_lat,startpoint_lon,endpoint_lat,endpoint_lon,StartStationID,EndStationID,count
354,"[[8.469749, 49.47996], [8.46976, 49.479971], [8.470037, 49.479863], [8.47007, 49.479892], [8.47012, 49.479982], [8.470244, 49.479953], [8.470371, 49.479934], [8.470502, 49.479948], [8.470624, 49.479985], [8.470682, 49.479958], [8.471321, 49.479579], [8.471525, 49.479506], [8.471494, 49.479467], [8.471797, 49.479389], [8.47205, 49.479355], [8.472208, 49.479348], [8.472464, 49.47936], [8.472634, 49.479391], [8.472813, 49.479442], [8.472901, 49.479476], [8.473329, 49.479688], [8.473481, 49.479704], [8.473608, 49.479686], [8.474207, 49.479188], [8.477269, 49.480767], [8.477344, 49.480876], [8.47753, 49.480838], [8.477653, 49.480899], [8.478155, 49.480749], [8.480412, 49.483235], [8.480311, 49.483276], [8.480367, 49.483335]]",49.47996,8.469749,49.483335,8.480367,339475,28455055,244
355,"[[8.473044, 49.49707], [8.473051, 49.497079], [8.473972, 49.496779], [8.474307, 49.496671], [8.474462, 49.496634], [8.474887, 49.496607], [8.474959, 49.49662], [8.475241, 49.496578], [8.475325, 49.496653], [8.475422, 49.496716], [8.47863, 49.497842], [8.478809, 49.497893], [8.478974, 49.497899], [8.480685, 49.497763], [8.481635, 49.497652], [8.482657, 49.497487], [8.483224, 49.49737], [8.485749, 49.496759], [8.486402, 49.496618], [8.487048, 49.496384], [8.487175, 49.49638], [8.487376, 49.4966], [8.487621, 49.496498], [8.487931, 49.496755], [8.488139, 49.496648], [8.488563, 49.496412], [8.490743, 49.497433], [8.490947, 49.497374], [8.491577, 49.496875], [8.492096, 49.497151], [8.492174, 49.497087], [8.492131, 49.497065]]",49.49707,8.473044,49.497065,8.492131,339343,30612225,243
356,"[[8.478822, 49.481645], [8.478805, 49.481626], [8.47871, 49.481663], [8.477941, 49.480816], [8.477653, 49.480899], [8.477587, 49.480869], [8.477371, 49.480923], [8.476001, 49.481199], [8.475036, 49.481385], [8.474254, 49.481547], [8.474089, 49.481607], [8.473572, 49.481706], [8.47356, 49.481662], [8.473446, 49.481554], [8.473415, 49.481541], [8.473334, 49.481537], [8.473302, 49.481528], [8.472609, 49.480777], [8.472435, 49.480618], [8.472343, 49.480578], [8.472279, 49.480517], [8.472233, 49.480426], [8.47155, 49.47967], [8.471489, 49.479693]]",49.481645,8.478822,49.479693,8.471489,28450647,58196168,243
357,"[[8.482561, 49.478512], [8.482491, 49.478475], [8.482176, 49.478725], [8.481956, 49.478919], [8.481185, 49.479541], [8.481021, 49.479684], [8.480961, 49.479726], [8.48089, 49.479767], [8.480682, 49.47985], [8.479976, 49.48012], [8.479232, 49.480363], [8.477901, 49.480775], [8.477587, 49.480869], [8.477371, 49.480923], [8.476001, 49.481199], [8.475036, 49.481385], [8.474254, 49.481547], [8.474089, 49.481607], [8.473304, 49.481758], [8.472709, 49.482006], [8.472643, 49.482063], [8.472506, 49.481983], [8.47232, 49.482083], [8.472146, 49.482157], [8.471439, 49.481436], [8.471225, 49.481349], [8.471118, 49.481335], [8.470159, 49.481708], [8.469957, 49.481615], [8.469198, 49.4808], [8.469247, 49.480781]]",49.478512,8.482561,49.480781,8.469247,339485,276163348,243
358,"[[8.459644, 49.4945], [8.459652, 49.494498], [8.45961, 49.494406], [8.459582, 49.494381], [8.459538, 49.494361], [8.459537, 49.49427], [8.459155, 49.49343], [8.45989, 49.49313], [8.459933, 49.493032], [8.46032, 49.492899], [8.460428, 49.492962], [8.460496, 49.492914], [8.464027, 49.491515], [8.462118, 49.48948], [8.462013, 49.489367], [8.462002, 49.489355], [8.461983, 49.489334], [8.461179, 49.488481], [8.460376, 49.487595], [8.460024, 49.48727], [8.459585, 49.486895], [8.459685, 49.486855], [8.459567, 49.486714], [8.459534, 49.486582], [8.459523, 49.486472], [8.459526, 49.486372], [8.459539, 49.486297], [8.459634, 49.486025], [8.459661, 49.485959], [8.460734, 49.485522], [8.460624, 49.485401], [8.461214, 49.485073], [8.461531, 49.484921], [8.464971, 49.483573], [8.465811, 49.483224], [8.465846, 49.483141], [8.467059, 49.482658], [8.469035, 49.481904], [8.469906, 49.481562], [8.469198, 49.4808], [8.469247, 49.480781]]",49.4945,8.459644,49.480781,8.469247,30612203,276163348,243
359,"[[8.473613, 49.485698], [8.473642, 49.48573], [8.472939, 49.486005], [8.472582, 49.486136], [8.472059, 49.486348], [8.47256, 49.487136], [8.473728, 49.486685], [8.475384, 49.48603], [8.47537, 49.485999], [8.475379, 49.485966], [8.475187, 49.485662], [8.475024, 49.485428], [8.47496, 49.485307], [8.474972, 49.485264], [8.475081, 49.485228], [8.474441, 49.484467], [8.474113, 49.484133], [8.473949, 49.48399], [8.473961, 49.483848], [8.473992, 49.483791], [8.474062, 49.483698], [8.476453, 49.482781], [8.476623, 49.482745], [8.476755, 49.482725], [8.476923, 49.482715], [8.477074, 49.482716], [8.477264, 49.481263], [8.477203, 49.481195], [8.477393, 49.481127], [8.477397, 49.480997], [8.477371, 49.480923], [8.477587, 49.480869], [8.478459, 49.480602], [8.478405, 49.480517], [8.478411, 49.480462], [8.478505, 49.480372], [8.479632, 49.479436], [8.48355, 49.476219], [8.4831, 49.476022], [8.483157, 49.475967]]",49.485698,8.473613,49.475967,8.483157,4915747,28450544,242
360,"[[8.457751, 49.497225], [8.457805, 49.497221], [8.457752, 49.496944], [8.457766, 49.4969], [8.457808, 49.496846], [8.457762, 49.496647], [8.457697, 49.496611], [8.45766, 49.496572], [8.457554, 49.496556], [8.456794, 49.492459], [8.456758, 49.492214], [8.456713, 49.492164], [8.456591, 49.491524], [8.456562, 49.491355], [8.456568, 49.491306], [8.456535, 49.4912], [8.456419, 49.490543], [8.456227, 49.489583], [8.456245, 49.48938], [8.456133, 49.488836], [8.456048, 49.488341], [8.456189, 49.488218], [8.456283, 49.48817], [8.457492, 49.48771], [8.459685, 49.486855], [8.459567, 49.486714], [8.459534, 49.486582], [8.459523, 49.486472], [8.459526, 49.486372], [8.459539, 49.486297], [8.459634, 49.486025], [8.459661, 49.485959], [8.460734, 49.485522], [8.460624, 49.485401], [8.461214, 49.485073], [8.461531, 49.484921], [8.464971, 49.483573], [8.465811, 49.483224], [8.465846, 49.483141], [8.467059, 49.482658], [8.469035, 49.481904], [8.469906, 49.481562], [8.469198, 49.4808], [8.469247, 49.480781]]",49.497225,8.457751,49.480781,8.469247,339352,276163348,241
361,"[[8.457751, 49.497225], [8.457805, 49.497221], [8.457752, 49.496944], [8.457766, 49.4969], [8.457808, 49.496846], [8.457762, 49.496647], [8.457697, 49.496611], [8.45766, 49.496572], [8.457554, 49.496556], [8.456794, 49.492459], [8.456758, 49.492214], [8.456713, 49.492164], [8.456591, 49.491524], [8.456562, 49.491355], [8.456568, 49.491306], [8.456535, 49.4912], [8.456419, 49.490543], [8.456227, 49.489583], [8.456245, 49.48938], [8.456133, 49.488836], [8.456048, 49.488341], [8.456189, 49.488218], [8.456283, 49.48817], [8.457492, 49.48771], [8.459585, 49.486895], [8.459602, 49.486836], [8.459399, 49.486628], [8.459335, 49.486526], [8.459312, 49.486435], [8.459312, 49.486367], [8.459344, 49.486211], [8.459365, 49.486163], [8.459361, 49.486144], [8.45929, 49.485799], [8.459219, 49.485547], [8.45919, 49.485483], [8.4591, 49.485366], [8.459429, 49.485235], [8.459527, 49.485159], [8.459958, 49.484998], [8.459974, 49.484944], [8.460289, 49.484825], [8.460211, 49.484733], [8.460125, 49.484763], [8.459937, 49.484547], [8.459859, 49.484576]]",49.497225,8.457751,49.484576,8.459859,339352,339468,241
362,"[[8.486944, 49.474329], [8.486921, 49.474336], [8.48699, 49.474432], [8.486845, 49.474477], [8.486824, 49.474446], [8.486808, 49.474451], [8.486761, 49.474514], [8.486743, 49.47452], [8.486714, 49.474484], [8.486552, 49.474546], [8.48631, 49.474303], [8.48622, 49.474234], [8.486087, 49.474158], [8.485964, 49.47411], [8.485823, 49.474071], [8.48575, 49.47406], [8.484725, 49.47405], [8.483993, 49.474052], [8.48238, 49.474168], [8.482164, 49.474193], [8.481854, 49.474233], [8.481639, 49.474295], [8.480543, 49.474836], [8.479929, 49.475178], [8.479785, 49.475274], [8.47968, 49.475305], [8.479571, 49.475363], [8.479475, 49.475346], [8.478867, 49.475725], [8.47822, 49.476164], [8.476403, 49.477623], [8.476074, 49.477534], [8.473376, 49.479713], [8.472901, 49.479476], [8.472813, 49.479442], [8.472634, 49.479391], [8.472464, 49.47936], [8.472208, 49.479348], [8.47205, 49.479355], [8.471797, 49.479389], [8.471494, 49.479467], [8.471525, 49.479506], [8.471431, 49.479538], [8.47155, 49.47967], [8.471489, 49.479693]]",49.474329,8.486944,49.479693,8.471489,660943,58196168,239
363,"[[8.492206, 49.506903], [8.492247, 49.506875], [8.492176, 49.506831], [8.491953, 49.506822], [8.492362, 49.507126], [8.492552, 49.506978], [8.493002, 49.50722], [8.493169, 49.507095], [8.493239, 49.507134], [8.493507, 49.506934], [8.493581, 49.506927], [8.49372, 49.506815], [8.494081, 49.507009], [8.495392, 49.505973], [8.495842, 49.506209], [8.496266, 49.506178], [8.496382, 49.506103], [8.496987, 49.505631], [8.497008, 49.505573], [8.497728, 49.505514], [8.497799, 49.505536], [8.497909, 49.505609], [8.49813, 49.505455], [8.498267, 49.505512], [8.498393, 49.505515], [8.498523, 49.505504], [8.498602, 49.505461], [8.498948, 49.505187], [8.498924, 49.505115], [8.49884, 49.505072], [8.499515, 49.504503], [8.500332, 49.504867], [8.50075, 49.504991], [8.500817, 49.504933], [8.500933, 49.50491], [8.501029, 49.504858], [8.501289, 49.504583], [8.501349, 49.504416], [8.501465, 49.504255], [8.501544, 49.504213], [8.502318, 49.502901], [8.502334, 49.502858], [8.502332, 49.502819], [8.50244, 49.502792], [8.502545, 49.502747], [8.50261, 49.502715], [8.502679, 49.502715], [8.502834, 49.502751], [8.502866, 49.502748], [8.503133, 49.502805], [8.503166, 49.502805], [8.503291, 49.502835], [8.503306, 49.502831], [8.503403, 49.502677], [8.50347, 49.502677], [8.503522, 49.502663], [8.503584, 49.502629], [8.503897, 49.502137], [8.504165, 49.501658], [8.504318, 49.501441], [8.504654, 49.501062], [8.508468, 49.497896], [8.508516, 49.497861], [8.508658, 49.4978], [8.510694, 49.493623], [8.511086, 49.492803], [8.511673, 49.491637], [8.51235, 49.490228], [8.512359, 49.490103], [8.512242, 49.489114], [8.512447, 49.489108], [8.512433, 49.488973], [8.512481, 49.488971], [8.512472, 49.488896], [8.512416, 49.488898], [8.5124, 49.488751], [8.512258, 49.488768], [8.512198, 49.488663], [8.512164, 49.488667], [8.51213, 49.488655], [8.511049, 49.487636], [8.510903, 49.486989], [8.510686, 49.486406], [8.51055, 49.486139], [8.510416, 49.485914], [8.510294, 49.485758], [8.510136, 49.485579], [8.509876, 49.485302], [8.50984, 49.485216], [8.509848, 49.485153], [8.509804, 49.485123], [8.50977, 49.48508], [8.509328, 49.484436], [8.509318, 49.484365], [8.509337, 49.484321], [8.50812, 49.482592], [8.508589, 49.48245], [8.50884, 49.482361], [8.509206, 49.48226], [8.510505, 49.481925], [8.511222, 49.481732], [8.511615, 49.481617], [8.511601, 49.481598], [8.512689, 49.481276], [8.512566, 49.481239], [8.512617, 49.481222], [8.512588, 49.481182], [8.514725, 49.480558], [8.516176, 49.480125], [8.51681, 49.479902], [8.520192, 49.478623], [8.520578, 49.47845], [8.520668, 49.478398], [8.52074, 49.478378], [8.520809, 49.478291], [8.520908, 49.478239], [8.522267, 49.4777], [8.522811, 49.477509], [8.52321, 49.477354], [8.523315, 49.47733], [8.523534, 49.477235], [8.523774, 49.477118], [8.523807, 49.47709], [8.523912, 49.476961], [8.523983, 49.4768], [8.523938, 49.476629], [8.52408, 49.476593], [8.52415, 49.476554], [8.524236, 49.476444], [8.524385, 49.476302], [8.524434, 49.476199], [8.524471, 49.476032], [8.524633, 49.476], [8.524666, 49.476074], [8.52483, 49.476005], [8.524766, 49.47589], [8.52478, 49.47583], [8.524866, 49.475739], [8.524987, 49.475753], [8.525135, 49.475746], [8.525215, 49.475725], [8.525439, 49.475708], [8.526057, 49.475676], [8.528166, 49.475639], [8.528526, 49.475621], [8.529217, 49.475278], [8.529468, 49.475136], [8.529589, 49.475053], [8.529354, 49.473994], [8.534048, 49.473544], [8.534032, 49.473468], [8.53399, 49.473472]]",49.506903,8.492206,49.473472,8.53399,339350,4726808,238
364,"[[8.459644, 49.4945], [8.459652, 49.494498], [8.45961, 49.494406], [8.459582, 49.494381], [8.459538, 49.494361], [8.459537, 49.49427], [8.459155, 49.49343], [8.45989, 49.49313], [8.459933, 49.493032], [8.46032, 49.492899], [8.460428, 49.492962], [8.460496, 49.492914], [8.463436, 49.491747], [8.466495, 49.490555], [8.46731, 49.490233], [8.466836, 49.489707], [8.466929, 49.489671]]",49.4945,8.459644,49.489671,8.466929,30612203,33282192,238
365,"[[8.483832, 49.497263], [8.483813, 49.497228], [8.483224, 49.49737], [8.482657, 49.497487], [8.481635, 49.497652], [8.480685, 49.497763], [8.478974, 49.497899], [8.478809, 49.497893], [8.47863, 49.497842], [8.478373, 49.497755], [8.475502, 49.496742], [8.475422, 49.496716], [8.475305, 49.496699], [8.475235, 49.496676], [8.47503, 49.496558], [8.474831, 49.496504], [8.474655, 49.496516], [8.474474, 49.496498], [8.474322, 49.496462], [8.474186, 49.496407], [8.474082, 49.496334], [8.473453, 49.495524], [8.473357, 49.495426], [8.47311, 49.49529], [8.472991, 49.495209], [8.471413, 49.493511], [8.471289, 49.493449], [8.47114, 49.493418], [8.471015, 49.493439], [8.470808, 49.493465], [8.470655, 49.493449], [8.470526, 49.493416], [8.470448, 49.493381], [8.469964, 49.493081], [8.468801, 49.491807], [8.468721, 49.491734], [8.46731, 49.490233], [8.466699, 49.489557], [8.465343, 49.4881], [8.46234, 49.484827], [8.462519, 49.484759], [8.462552, 49.484796]]",49.497263,8.483832,49.484796,8.462552,339346,148606240,237
366,"[[8.483832, 49.497263], [8.483813, 49.497228], [8.484127, 49.497153], [8.484126, 49.495068], [8.484971, 49.494859], [8.485233, 49.494785], [8.484938, 49.494505], [8.484751, 49.494355], [8.48462, 49.49431], [8.48439, 49.494095], [8.484333, 49.494053], [8.484249, 49.494007], [8.484082, 49.493939], [8.483415, 49.493577], [8.483379, 49.493501], [8.483016, 49.493288], [8.482969, 49.493266], [8.482898, 49.493256], [8.482888, 49.493111], [8.482766, 49.493004], [8.482664, 49.492875], [8.482574, 49.49271], [8.482444, 49.492397], [8.482335, 49.492199], [8.481748, 49.491317], [8.481285, 49.490663], [8.481044, 49.490367], [8.48081, 49.490135], [8.480666, 49.489974], [8.480514, 49.489757], [8.480315, 49.489653], [8.480291, 49.489504], [8.480229, 49.489415], [8.480219, 49.489322], [8.480159, 49.489222], [8.479743, 49.488711], [8.479298, 49.488241], [8.479142, 49.488107], [8.479017, 49.48803], [8.478798, 49.48795], [8.478595, 49.487907], [8.477871, 49.487879], [8.477734, 49.48784], [8.477332, 49.487825], [8.47724, 49.487771], [8.476422, 49.487746], [8.476252, 49.487715], [8.476124, 49.487672], [8.47602, 49.487615], [8.475964, 49.487563], [8.475914, 49.487496], [8.475855, 49.487043], [8.475695, 49.486311], [8.475592, 49.486056], [8.475467, 49.485817], [8.475355, 49.485622], [8.475146, 49.485317], [8.474966, 49.485286], [8.474972, 49.485264], [8.474881, 49.485184], [8.474498, 49.484752], [8.474101, 49.484331], [8.473963, 49.484387]]",49.497263,8.483832,49.484387,8.473963,339346,29964359,237
367,"[[8.482906, 49.492344], [8.482834, 49.49237], [8.482733, 49.492241], [8.482619, 49.492127], [8.481331, 49.490261], [8.481201, 49.490069], [8.481147, 49.489938], [8.481117, 49.489914], [8.481079, 49.489883], [8.480801, 49.489463], [8.480731, 49.489311], [8.480709, 49.489239], [8.480486, 49.488955], [8.480267, 49.488709], [8.4801, 49.488487], [8.479837, 49.488197], [8.479673, 49.48804], [8.47947, 49.48783], [8.479377, 49.487755], [8.47926, 49.487697], [8.478874, 49.487584], [8.478705, 49.487447], [8.477338, 49.485943], [8.476263, 49.484739], [8.475703, 49.484951], [8.475342, 49.48507], [8.475137, 49.485063], [8.474926, 49.485046], [8.474441, 49.484467], [8.474113, 49.484133], [8.473949, 49.48399], [8.473761, 49.483805], [8.473006, 49.483028], [8.472803, 49.482952], [8.472704, 49.482936], [8.472662, 49.482904], [8.471341, 49.481555], [8.471287, 49.481529], [8.471187, 49.481415], [8.471188, 49.481399], [8.471122, 49.481388], [8.470198, 49.481751], [8.470159, 49.481708], [8.469957, 49.481615], [8.469198, 49.4808], [8.469247, 49.480781]]",49.492344,8.482906,49.480781,8.469247,7853258,276163348,237
368,"[[8.473044, 49.49707], [8.473051, 49.497079], [8.473724, 49.496859], [8.47362, 49.496735], [8.473682, 49.496714], [8.473384, 49.496309], [8.472871, 49.49565], [8.473039, 49.495594], [8.472971, 49.49552], [8.472852, 49.495479], [8.472915, 49.495395], [8.472918, 49.495305], [8.47288, 49.495196], [8.47138, 49.493576], [8.471334, 49.493542], [8.471283, 49.493518], [8.471213, 49.493501], [8.471098, 49.4935], [8.470621, 49.493551], [8.47049, 49.49359], [8.470444, 49.493528], [8.469996, 49.49366], [8.469724, 49.493713], [8.468786, 49.493874], [8.468642, 49.493868], [8.468491, 49.493841], [8.46845, 49.493822], [8.46826, 49.493682], [8.467081, 49.492383], [8.466377, 49.491645], [8.46568, 49.490877], [8.463688, 49.488741], [8.462978, 49.488988], [8.462997, 49.489012]]",49.49707,8.473044,49.489012,8.462997,339343,339464,236
369,"[[8.459859, 49.484576], [8.459937, 49.484547], [8.459915, 49.484522], [8.459993, 49.484493], [8.460064, 49.484493], [8.460418, 49.48436], [8.460619, 49.484282], [8.460742, 49.484099], [8.461008, 49.483713], [8.461248, 49.483707], [8.461594, 49.48358], [8.462666, 49.483137], [8.462945, 49.483037], [8.462991, 49.482976], [8.463187, 49.482904], [8.463205, 49.48288], [8.463186, 49.482853], [8.463189, 49.482823], [8.463739, 49.482604], [8.464202, 49.482407], [8.46454, 49.482217], [8.464657, 49.482275], [8.46486, 49.4822], [8.465057, 49.481841], [8.464952, 49.481761], [8.465053, 49.481716], [8.465674, 49.481528], [8.465798, 49.481478], [8.465924, 49.481404], [8.465954, 49.481375], [8.465992, 49.481311], [8.466021, 49.481144], [8.466023, 49.481094], [8.465358, 49.480522], [8.465266, 49.48043], [8.465205, 49.480352], [8.465136, 49.480208], [8.465105, 49.480067], [8.465131, 49.479993], [8.465177, 49.479931], [8.465522, 49.479651], [8.465604, 49.479569], [8.465735, 49.479414], [8.466347, 49.478612], [8.466387, 49.47853], [8.46641, 49.478441], [8.466429, 49.478327], [8.466426, 49.478253], [8.466527, 49.478202], [8.466592, 49.478185], [8.4667, 49.47814], [8.467367, 49.477855], [8.467495, 49.477845], [8.467559, 49.47783], [8.468387, 49.477474], [8.469039, 49.477152], [8.470186, 49.476535], [8.470329, 49.476445], [8.470605, 49.476288], [8.470759, 49.476188], [8.470832, 49.476149], [8.471193, 49.475973], [8.47136, 49.475918], [8.471416, 49.47589], [8.473186, 49.475005], [8.473383, 49.474882], [8.473485, 49.474829], [8.47498, 49.474086], [8.475275, 49.47391], [8.47544, 49.473781], [8.47563, 49.473601], [8.475975, 49.473312], [8.476311, 49.473064], [8.476731, 49.472861], [8.476848, 49.472858], [8.477147, 49.47273], [8.477872, 49.472442], [8.480113, 49.471586], [8.48049, 49.471435], [8.480561, 49.471405], [8.48133, 49.470992], [8.482098, 49.470511], [8.482359, 49.470322], [8.482255, 49.470261]]",49.484576,8.459859,49.470261,8.482255,339468,339478,236
370,"[[8.483157, 49.475967], [8.4831, 49.476022], [8.48125, 49.475224], [8.481179, 49.475304], [8.481095, 49.475276], [8.480845, 49.475215], [8.480773, 49.475204], [8.480704, 49.475211], [8.48059, 49.475345], [8.480306, 49.475236], [8.479958, 49.475516], [8.479739, 49.4754], [8.479475, 49.475346], [8.478867, 49.475725], [8.47822, 49.476164], [8.476403, 49.477623], [8.472974, 49.480423], [8.472764, 49.480585], [8.472631, 49.480664], [8.472434, 49.480761], [8.471813, 49.481004], [8.471118, 49.481335], [8.470343, 49.481639], [8.469302, 49.482025], [8.466469, 49.483135], [8.46564, 49.483453], [8.463476, 49.484306], [8.463409, 49.484452], [8.463369, 49.484444], [8.463288, 49.484492], [8.463111, 49.484553], [8.463036, 49.484567], [8.462986, 49.484645], [8.462905, 49.484638], [8.462808, 49.484649], [8.462519, 49.484759], [8.462552, 49.484796]]",49.475967,8.483157,49.484796,8.462552,28450544,148606240,236
371,"[[8.470325, 49.493002], [8.470383, 49.493032], [8.470344, 49.493064], [8.470249, 49.493212], [8.470221, 49.49324], [8.469964, 49.493081], [8.468801, 49.491807], [8.468721, 49.491734], [8.46731, 49.490233], [8.466699, 49.489557], [8.465343, 49.4881], [8.463005, 49.485549], [8.463754, 49.485259], [8.463187, 49.48466], [8.463111, 49.484553], [8.463039, 49.484328], [8.462129, 49.483359], [8.462666, 49.483137], [8.462945, 49.483037], [8.462991, 49.482976], [8.463187, 49.482904], [8.463205, 49.48288], [8.463186, 49.482853], [8.463189, 49.482823], [8.463322, 49.48277], [8.463303, 49.48275]]",49.493002,8.470325,49.48275,8.463303,339354,660951,236
372,"[[8.486944, 49.474329], [8.486921, 49.474336], [8.487063, 49.474543], [8.487111, 49.474584], [8.487162, 49.474661], [8.487171, 49.47471], [8.487589, 49.475311], [8.487906, 49.475651], [8.488347, 49.476038], [8.48849, 49.476145], [8.48849, 49.476225], [8.488577, 49.476278], [8.488723, 49.47633], [8.48908, 49.476392], [8.489516, 49.476484], [8.490649, 49.476693], [8.490807, 49.476741], [8.49089, 49.476776], [8.490988, 49.476832], [8.491064, 49.4769], [8.49163, 49.477544], [8.491689, 49.477523], [8.491792, 49.477575], [8.491969, 49.477691], [8.492068, 49.47789], [8.492201, 49.478002], [8.493105, 49.478174], [8.495228, 49.477373], [8.495308, 49.477457], [8.495562, 49.477632], [8.495868, 49.477979], [8.496369, 49.478512], [8.496471, 49.478539], [8.497299, 49.478226], [8.497597, 49.478141], [8.497885, 49.478083], [8.49814, 49.478042], [8.498426, 49.47801], [8.498939, 49.477979], [8.499566, 49.477951], [8.501678, 49.477805], [8.502196, 49.47778], [8.502696, 49.477767], [8.503333, 49.477767], [8.504121, 49.477794], [8.504303, 49.477773], [8.504542, 49.477773], [8.504847, 49.477744], [8.505627, 49.477654], [8.505921, 49.477624], [8.507369, 49.47766], [8.50759, 49.477652], [8.508418, 49.477653], [8.509263, 49.477634], [8.510179, 49.477596], [8.512091, 49.477575], [8.514791, 49.477592], [8.51712, 49.477594], [8.517898, 49.477586], [8.518792, 49.477566], [8.51942, 49.47754], [8.519948, 49.477503], [8.520312, 49.477444], [8.520689, 49.477359], [8.521169, 49.477266], [8.521483, 49.477226], [8.521634, 49.477194], [8.521945, 49.477173], [8.522181, 49.477184], [8.522484, 49.477158], [8.522692, 49.477111], [8.522869, 49.477037], [8.523052, 49.47689], [8.523221, 49.476719], [8.523705, 49.476267], [8.524025, 49.475973], [8.524103, 49.47594], [8.524147, 49.475883], [8.524141, 49.475803], [8.524105, 49.475731], [8.524098, 49.475526], [8.524048, 49.475392], [8.524118, 49.475327], [8.523958, 49.475011], [8.5238, 49.474536], [8.523895, 49.474498], [8.524538, 49.474462], [8.525431, 49.474377], [8.52551, 49.474351], [8.525638, 49.474334], [8.525835, 49.474321], [8.525945, 49.474324], [8.534048, 49.473544], [8.534032, 49.473468], [8.53399, 49.473472]]",49.474329,8.486944,49.473472,8.53399,660943,4726808,235
373,"[[8.475652, 49.479913], [8.47567, 49.479923], [8.474956, 49.480543], [8.474167, 49.48117], [8.473233, 49.48068], [8.472721, 49.48089], [8.472668, 49.480836], [8.472581, 49.480807], [8.472474, 49.480801], [8.472294, 49.480816], [8.471813, 49.481004], [8.471118, 49.481335], [8.470343, 49.481639], [8.469302, 49.482025], [8.466469, 49.483135], [8.46564, 49.483453], [8.463476, 49.484306], [8.463409, 49.484452], [8.463369, 49.484444], [8.463288, 49.484492], [8.463111, 49.484553], [8.463036, 49.484567], [8.462986, 49.484645], [8.462905, 49.484638], [8.462808, 49.484649], [8.462519, 49.484759], [8.462552, 49.484796]]",49.479913,8.475652,49.484796,8.462552,28450596,148606240,235
374,"[[8.527681, 49.514029], [8.527626, 49.514078], [8.52765, 49.514089], [8.527688, 49.514219], [8.527993, 49.514635], [8.528049, 49.514673], [8.528178, 49.51474], [8.528148, 49.514771], [8.528071, 49.514833], [8.528146, 49.514933], [8.52802, 49.51497], [8.528713, 49.515964], [8.528642, 49.515984], [8.528559, 49.516126], [8.528475, 49.516205], [8.528184, 49.516418], [8.528144, 49.516497], [8.528245, 49.516544], [8.527513, 49.517228], [8.527367, 49.51727], [8.527372, 49.51731], [8.527352, 49.517353], [8.526597, 49.51805], [8.526359, 49.518124], [8.526262, 49.518204], [8.525832, 49.518339], [8.526024, 49.518622], [8.525167, 49.519414], [8.524741, 49.519812], [8.524784, 49.519858], [8.524608, 49.519906], [8.524689, 49.52004], [8.524935, 49.520355], [8.524989, 49.52035], [8.525037, 49.520368], [8.525051, 49.520384], [8.525049, 49.520426], [8.525, 49.520455], [8.525097, 49.520691], [8.525194, 49.520965], [8.525237, 49.52123], [8.525263, 49.521534], [8.525377, 49.52155], [8.525401, 49.521503]]",49.514029,8.527681,49.521503,8.525401,38930075,393329858,235
375,"[[8.470325, 49.493002], [8.470383, 49.493032], [8.470344, 49.493064], [8.470249, 49.493212], [8.470189, 49.493273], [8.470366, 49.493422], [8.47049, 49.49359], [8.470621, 49.493551], [8.471098, 49.4935], [8.471213, 49.493501], [8.471283, 49.493518], [8.471334, 49.493542], [8.47138, 49.493576], [8.47288, 49.495196], [8.472918, 49.495305], [8.472915, 49.495395], [8.472852, 49.495479], [8.472971, 49.49552], [8.473039, 49.495594], [8.472871, 49.49565], [8.473384, 49.496309], [8.473682, 49.496714], [8.47362, 49.496735], [8.473724, 49.496859], [8.473972, 49.496779], [8.474154, 49.496795], [8.474384, 49.496772], [8.474418, 49.49675], [8.474415, 49.496724], [8.474427, 49.496703], [8.474478, 49.496679], [8.474528, 49.49668], [8.474552, 49.496689], [8.474584, 49.496723], [8.474583, 49.496747], [8.47456, 49.496772], [8.474519, 49.496787], [8.474773, 49.49729], [8.475005, 49.497793], [8.475294, 49.498482], [8.475447, 49.498932], [8.475676, 49.499695], [8.475706, 49.49976], [8.475886, 49.500023], [8.476335, 49.501723], [8.476635, 49.502753], [8.476937, 49.503905], [8.477368, 49.505363], [8.477338, 49.505397], [8.477353, 49.505449], [8.477227, 49.505586], [8.477156, 49.505787], [8.477276, 49.506294], [8.477237, 49.506368], [8.476996, 49.50651], [8.476223, 49.506602], [8.476059, 49.506759], [8.475878, 49.506875], [8.475882, 49.506969], [8.476257, 49.507215], [8.476003, 49.507281], [8.475953, 49.507352], [8.476006, 49.507602], [8.476145, 49.508084], [8.476178, 49.50826], [8.476158, 49.508339], [8.476061, 49.508332], [8.476054, 49.508376]]",49.493002,8.470325,49.508376,8.476054,339354,660978,234
376,"[[8.471387, 49.4908], [8.47131, 49.49083], [8.468487, 49.487733], [8.467655, 49.488051], [8.467322, 49.487688], [8.467067, 49.48743], [8.46696, 49.487473], [8.46633, 49.486757], [8.465556, 49.487053], [8.463979, 49.485359], [8.463754, 49.485259], [8.463187, 49.48466], [8.46301, 49.484607], [8.462986, 49.484645], [8.462905, 49.484638], [8.462808, 49.484649], [8.462519, 49.484759], [8.462552, 49.484796]]",49.4908,8.471387,49.484796,8.462552,30612250,148606240,234
