u,v,k,route_id
2409129705,416069803,0,141
2409129705,416069803,0,141
870216183,2621102860,0,142
2076305646,418869967,0,143
434384454,418869967,0,143
2621102860,870216183,0,144
689272849,689272841,0,145
416069803,2409129705,0,146
434384454,418869967,0,147
418869967,434384454,0,147
416069803,434384444,0,148
2409129705,416069803,0,149
2409129705,416069803,0,150
2409129705,416069803,0,150
430871815,430871817,0,151
2409129705,416069803,0,152
2409129705,416069803,0,153
2409129705,416069803,0,154
416069803,2409129705,0,154
2409129705,416069803,0,155
2409129705,416069803,0,155
2409129705,416069803,0,156
2409129705,416069803,0,156
2409129705,416069803,0,157
2409129705,416069803,0,157
2409129705,2409129682,0,157
2409129682,9232586551,0,157
2409129682,9232586551,0,157
2409129705,2409129682,0,158
2409129705,416069803,0,159
2409129705,416069803,0,159
2409129682,9232586551,0,160
2409129682,9232586551,0,161
2409129682,9232586551,0,162
9232586571,430116745,0,163
430871815,430116745,0,164
2409129682,9232586551,0,165
2409129682,9232586551,0,165
430871787,430116745,0,166
2409129682,9232586551,0,167
2409129682,9232586551,0,167
430871814,345014430,0,168
430871814,345014430,0,169
9232586571,345014430,0,169
9232586571,9232586576,0,169
2409129682,9232586551,0,170
9232586554,9232586551,0,170
9232586554,9232586551,0,171
9232586554,9232586551,0,171
430116745,430871815,0,172
430116745,430871815,0,172
9232586571,9232586576,0,173
434384454,2415416366,0,174
434384454,2415416360,0,175
870216183,2621102860,0,176
870216183,2621102860,0,177
2409129705,416069803,0,178
430871815,430871816,0,179
2415416360,434384444,0,180
434384444,2415416360,0,180
416069803,434384444,0,181
416069803,434384444,0,181
416069803,434384444,0,182
416069803,434384444,0,183
416069803,434384444,0,184
416069803,434384444,0,184
638962345,638962371,0,185
638962371,452961941,0,185
870216183,2621102860,0,186
2621102880,2621102876,1,187
2621102860,870216183,0,188
870216183,2621102860,0,189
2621102880,2621102876,1,190
2621102880,2621102876,1,190
2621102876,2621102860,0,190
870216183,2621102860,0,190
870216183,2621102860,0,190
870216183,2621102860,0,191
870216183,2621102860,0,192
870216183,2621102860,0,193
2621102860,870216183,0,194
870216183,2621102860,0,194
9232586571,9232586576,0,195
9232586571,9232586576,0,195
416069803,434384444,0,196
2415416360,434384444,0,196
870216183,2621102860,0,197
870216183,2621102860,0,198
2621102860,870216183,0,198
870216183,2621102860,0,198
870216183,2621102860,0,198
418870001,2621102860,0,198
418870001,2621102860,0,198
418870001,2621102860,0,198
1356334674,418870001,0,198
1356334674,1356334683,0,198
1356334674,1356334683,0,198
1356334674,1356334683,0,198
1356334683,1356334674,0,198
1356334683,418891755,0,198
1356334683,418891755,0,198
418891755,1748919086,0,198
418891759,1748919086,0,198
418891769,418891759,0,198
418891769,418891759,0,198
418891769,418891759,0,198
430116740,430116733,0,199
416893996,430116740,0,199
416893996,11483543661,0,199
2621102880,2621102876,1,200
2621102880,2621102876,1,201
2621102876,2621102880,0,201
2621102876,2621102860,0,201
418870001,2621102860,0,201
418870001,2621102860,0,201
418870001,2621102860,0,201
1356334674,418870001,0,201
1356334674,1356334683,0,201
1356334674,1356334683,0,201
1356334674,1356334683,0,201
1356334683,1356334674,0,201
1356334683,418891755,0,201
1356334683,418891755,0,201
418891755,1748919086,0,201
1748919086,418891759,0,201
2415416360,434384444,0,202
2415416360,434384444,0,202
2415416360,434384444,0,202
2415416360,434384444,0,203
2415416360,434384444,0,203
2415416360,434384444,0,203
2621102880,2621102876,1,204
2621102880,2621102876,1,204
813707828,867041138,0,205
867041138,813707828,0,205
870216183,2621102860,0,206
2621102860,870216183,0,207
870216183,2621102860,0,207
2621102880,2621102876,1,208
2621102880,2621102876,1,208
2621102876,2621102860,0,208
418870001,2621102860,0,208
418870001,2621102860,0,208
418870001,2621102860,0,208
1356334674,418870001,0,208
1356334674,1356334683,0,208
1356334674,1356334683,0,208
1356334674,1356334683,0,208
1356334683,1356334674,0,208
1356334683,418891755,0,208
1356334683,418891755,0,208
418891755,1748919086,0,208
1748919086,418891759,0,208
11483543661,416893996,0,209
418032189,11483543661,0,209
418032189,11483543661,0,209
416893996,11483543661,0,210
416893996,418032152,0,210
2621102880,2621102876,1,211
2621102876,2621102860,0,211
870216183,2621102860,0,211
870216183,2621102860,0,211
870216183,2621102860,0,212
9232586571,9232586576,0,213
9232586571,9232586576,0,213
418032152,418032153,0,214
418032153,430871793,0,214
418032153,430871793,0,214
416893996,418032152,0,215
418032152,418032153,0,215
11483543661,418032189,0,216
418032189,11483543661,0,216
870216183,2621102860,0,217
2621102860,870216183,0,217
870216183,2621102860,0,217
870216183,2621102860,0,217
418870001,2621102860,0,217
418870001,2621102860,0,217
418870001,2621102860,0,217
1356334674,418870001,0,217
1356334674,1356334683,0,217
1356334674,1356334683,0,217
1356334674,1356334683,0,217
1356334683,1356334674,0,217
1356334683,418891755,0,217
1356334683,418891755,0,217
418891755,1748919086,0,217
418891759,1748919086,0,217
418891769,418891759,0,217
418891769,418891759,0,217
418891769,418891759,0,217
416893996,418032152,0,218
416893996,418032152,0,218
418032152,418032153,0,219
418032153,418032179,0,219
418032173,418032179,0,219
870216183,2621102860,0,220
2621102860,870216183,0,220
870216183,2621102860,0,220
870216183,2621102860,0,220
418870001,2621102860,0,220
418870001,2621102860,0,220
418870001,2621102860,0,220
1356334674,418870001,0,220
1356334674,1356334683,0,220
1356334674,1356334683,0,220
1356334674,1356334683,0,220
1356334683,1356334674,0,220
1356334683,418891755,0,220
1356334683,418891755,0,220
418891755,1748919086,0,220
418891759,1748919086,0,220
418891769,418891759,0,220
418891769,418891759,0,220
418891769,418891759,0,220
418891769,418891759,0,221
11483543661,418032189,0,222
11483543661,418032189,0,222
430116745,430871787,0,223
430871787,430116745,0,223
418032153,430871793,0,224
11483486280,430871818,0,225
2415416360,434384444,0,226
2415416360,434384444,0,226
9232586571,9232586576,0,227
9232586571,9232586576,0,227
11483543661,418032189,0,228
11483543661,418032189,0,228
418032189,11483543661,0,228
11483486280,430871818,0,229
430871817,11483486280,0,229
430871817,11483486280,0,229
430871815,430871817,0,229
430871815,430871817,0,229
430871815,430871816,0,229
11483486280,430871818,0,230
430871818,430871793,0,230
430871818,430871793,0,230
418891769,418891759,0,231
418891769,418891759,0,232
418891759,1748919086,0,233
430871815,430871816,0,234
418032154,430871816,0,234
418891759,1748919086,0,235
418891769,418891759,0,235
418891769,418891759,0,235
418891769,418891759,0,235
430871787,418032165,0,236
2415416366,2146841852,0,237
430871816,418032154,0,238
418032154,430871787,0,238
430871816,418032154,0,239
430871803,418032154,0,239
418032186,430871803,0,239
9232586571,9232586576,0,240
9232586571,9232586576,0,240
2415416360,434384444,0,241
430871787,418032165,0,242
430871787,430116745,0,242
430871787,430116745,0,242
9232586571,430116745,0,242
9232586571,345014430,0,242
345014430,9232586551,0,242
9232586554,9232586551,0,242
9232586554,9232586551,0,243
2409129682,9232586551,0,243
2409129682,9232586551,0,243
2409129682,9232586551,0,243
2409129682,9232586551,0,243
2409129682,9232586551,0,243
430871787,418032165,0,243
430871787,418032165,0,243
1748919086,418891759,0,244
1748919086,418891759,0,245
418891759,1748919086,0,246
418891759,1748919086,0,247
867041138,813707828,0,248
867041138,813707828,0,248
9232586554,9232586551,0,249
9232586554,9232586551,0,249
345014430,430871814,0,250
430871814,345014430,0,250
418891759,1748919086,0,251
418032165,434384444,0,252
418032189,11483543661,0,253
11483543661,418032189,0,253
418032189,11483543661,0,253
418891769,418891759,0,254
430871787,418032165,0,255
418891769,418891759,0,256
418891769,418891759,0,256
418891900,418891759,0,257
418891759,1748919086,0,258
9232586554,9232586551,0,259
9232586554,9232586551,0,259
418891755,1748919086,0,260
418891870,1748919086,0,261
418891749,418891755,0,262
418891749,418891755,0,262
418891749,418891755,0,262
418032165,430871787,0,263
430871787,418032165,0,263
867041138,813707828,0,264
813707828,867041138,0,264
418032165,418032213,0,265
418032186,430871803,0,266
9232586576,9232586577,0,267
9232586576,9232586577,0,267
9232586577,345147842,0,267
2409250693,430871814,0,268
9232586590,9232586554,0,269
418892064,2146841852,0,270
418892064,2146841852,0,270
418032213,418032165,0,271
418032165,418032213,0,271
418032190,418032179,0,272
418032190,418032179,0,272
1438258395,1431878121,0,273
1438258395,1431878121,0,273
1431878121,1438258400,0,273
418032190,418032179,0,274
418032190,418032179,0,274
452961920,452961922,0,275
452961922,452961920,0,275
452961922,452961920,0,275
452961922,452961920,0,275
452961924,452961920,0,275
452961924,867041138,0,275
452961924,867041138,0,275
867041138,813707828,0,275
813707828,867041138,0,275
867041138,813707828,0,275
867041138,813707828,0,275
813707828,867041138,0,275
813707828,434492214,0,275
418032190,418032179,0,276
418032190,418032179,0,276
418032179,418032190,0,277
418032173,418032179,0,277
418032190,418032179,0,278
418032179,418032190,0,278
1431868211,418891749,0,279
2146841852,418892064,0,280
2146841852,418892064,0,280
418032190,418032179,0,281
11483543661,418032189,0,282
9232605751,9232586590,0,283
418032165,418032213,0,284
418032165,418032213,0,284
9232586590,2409250693,0,285
813707828,867041138,0,286
345147842,2409250693,0,287
418891934,418891900,0,288
418891900,418891870,0,289
418891870,418891900,0,289
9232605751,9232586590,0,290
9232605751,9232586590,0,290
418891934,418891900,0,291
418891934,418891900,0,291
418891900,418891870,0,292
418891870,418891845,0,293
2146841852,418892064,0,294
418892064,2146841852,0,294
418891934,418891900,0,295
418891934,418891900,0,295
9232605751,345147842,0,296
9232586577,345147842,0,297
9232586558,9232605751,0,298
9232586558,9232605751,0,298
418032259,345147842,0,299
430877587,9232586577,0,300
430877587,9232586577,0,300
9232586577,9232586580,0,301
9232586577,430877587,0,302
9232586577,430877587,0,302
430877587,9232586577,0,303
11254509458,813707828,0,304
813707828,11254509458,0,304
813707828,11254509458,0,305
11254509458,813707828,0,305
813707828,434492214,0,305
813707828,434492214,0,305
813707828,434492214,0,305
813707828,434492214,0,305
813707828,434492214,0,305
434492214,434492215,0,305
813707828,434492214,0,306
434492214,813707828,0,306
418032186,430877587,0,307
430877585,430877587,0,308
418032186,418032187,0,309
1431866480,1431868211,0,310
1431866480,1431868211,0,310
1431878121,1438258400,0,311
1438258400,1431878121,0,311
1431868211,418891749,0,312
1431868211,253545558,0,312
1431868211,253545558,0,312
418032187,418032186,0,313
418032186,418032187,0,313
1431878121,253545558,0,314
1438258400,1431878121,0,315
1431878121,1438258400,0,315
1431868211,1431866480,0,316
430877585,418032187,0,317
418032190,418032187,0,318
2411931734,2411931796,0,319
2411931735,2411931734,0,320
2411931796,2411931734,0,321
2411931734,2411931796,0,321
9232586558,9232605751,0,322
9232586558,9232605751,0,322
418032259,345147842,0,323
345147842,418032259,0,323
1724286820,1724286822,0,324
1724286820,1724286822,0,324
1431868211,253545558,0,325
1431868211,253545558,0,325
9232586577,9232586580,0,326
9232586577,9232586580,0,326
253545558,1431868211,0,327
253545558,1431868211,0,327
1906091807,418032190,0,328
1431868211,253545558,0,329
253545558,726323374,0,330
1881703739,253545558,0,331
726323374,253545558,0,332
253545558,726323374,0,332
418032190,1906091807,0,333
418032190,1906091807,0,333
1431868211,1431866480,0,334
1431866480,1431866478,0,334
1431866480,1431866478,0,334
1431866478,11008684689,0,334
1431866478,11008684689,0,334
1906091807,418032190,0,335
418032190,1906091807,0,335
430877557,1906091807,0,336
430877557,1906091807,0,336
430888063,1906091807,0,337
430888063,1906091807,0,337
2409250710,2409250714,0,338
2409250710,2409250714,0,339
2409250722,2146841794,0,339
430888063,1906091807,0,340
418032165,418032213,0,341
2400936806,430888063,0,342
9232586558,9232605751,0,343
418032259,345147842,0,344
418032259,345147842,0,344
1906091807,430877557,0,345
430877557,1906091807,0,345
2409250715,2409250711,0,346
9232586577,9232586580,0,347
9232586577,9232586580,0,347
418032189,2400936806,0,348
2409250722,2146841794,0,349
2409250710,2409250711,0,350
2409250711,2409250712,0,351
2409250707,2409250710,0,352
2409250707,2409250710,0,352
2409250707,2409250710,0,353
2411931796,2411931735,0,354
2409250712,2146841794,0,355
2411931735,2411931730,0,356
2409250712,2146841794,0,357
2146841794,2409250712,0,357
638962316,638962345,0,358
638962316,452961941,0,358
2409250712,2409250707,0,359
2409250712,2409250707,0,359
5978547285,5978546782,0,360
2411931735,2411931730,0,361
430877557,1906091807,0,362
1906091807,430877557,0,362
418032165,418032213,0,363
418032165,418032213,0,363
253545558,1881703739,0,364
1881703739,253545558,0,364
418032189,416894007,0,365
416894007,418032189,0,365
418892064,2146841852,0,366
2409250707,2411832061,0,367
2409250712,2409250707,0,368
1906091807,430877557,0,369
2411832058,2411832061,0,370
2411832061,2411832046,0,370
2411832046,2411832048,0,370
2411832061,2411832058,0,371
2411832061,2411832058,0,371
2411832017,2411832046,0,372
2411832046,2411832017,0,373
2411831997,2411832017,0,374
2411831997,9232586558,0,375
418032259,9232586558,0,376
2411831997,2411832017,0,377
2411831997,2411832017,0,377
2411831997,2411832017,0,377
9232586562,9232586558,0,378
423293712,1724286822,0,379
423293712,1724286822,0,379
430877588,418032259,0,380
2411931730,418892074,0,381
418892074,418892064,0,381
430877585,418032187,0,382
430877585,418032187,0,382
418032189,416894007,0,383
416894007,418032189,0,383
1431866478,11008684689,0,384
1431866478,11008684689,0,384
813707828,434492214,0,385
813707828,434492214,0,385
813707828,434492214,0,385
813707828,434492214,0,385
813707828,434492214,0,385
1431866478,11008684689,0,386
430877585,418032187,0,387
430877582,430877585,0,388
430877594,430877588,0,389
9232586580,9232586583,0,390
430877585,418032187,0,391
430877585,418032187,0,391
418891870,418891845,0,392
9232586562,9232586558,0,393
9232586562,9232586558,0,393
430877585,418032187,0,394
430877585,418032187,0,394
430877582,430877585,0,394
430877560,430877582,0,394
430877560,2401813725,0,394
430877560,2401813725,0,395
1431866480,1431866478,0,396
418892074,418892064,0,397
1431866473,1431866478,0,398
1431866475,1431866473,0,399
5978546778,418892074,0,400
418892074,418892064,0,401
418892074,418892064,0,401
418892064,418892074,0,401
418892064,2146841852,0,402
2411991167,418892064,0,402
2411991167,1447054500,0,402
418891934,2411991167,0,403
2411991167,418891934,0,403
2411991167,1447054500,0,404
418891934,2411991167,0,405
423293712,1724286822,0,406
423293712,1724286822,0,406
253545558,1881703739,0,407
1881703739,253545558,0,407
418891845,1447054505,0,408
418891845,418891827,0,409
418891934,1447054505,0,410
1724286822,423293712,0,411
1724286822,423293712,0,411
1447054506,1447054505,0,412
1431866480,1431866478,0,413
1431866480,1431866478,0,413
423293712,1724286822,0,414
423293712,1724286822,0,414
1431868209,1431866480,0,415
430877591,430877582,0,416
430877560,1881703742,0,417
423293712,638962371,0,418
369733010,369733002,0,419
369733002,369733010,0,419
2412355413,1431866475,0,420
369733002,369733010,0,421
369733010,369733002,0,421
9232586562,9232586558,0,422
9232586562,9232586558,0,422
430877582,430877591,0,423
430877582,430877591,0,423
369733010,369733002,0,424
369733010,369733002,0,424
2412355413,1431866475,0,425
2412355413,1431866475,0,425
9232586580,9232586583,0,426
9232586580,9232586583,0,426
369733010,369733002,0,427
369733002,369733010,0,427
430877594,430877588,0,428
430877594,430877588,0,428
5978546778,5978546780,0,429
5978546780,5978546778,0,429
5978546780,2411931728,0,429
423293712,1724286822,0,430
430877557,430888091,0,431
1431866480,1431866478,0,432
2412355413,1431866475,0,432
1431868209,1431866480,0,433
1431866475,2412355413,0,434
2412355413,418891827,0,434
369733010,369733002,0,435
369733010,369733002,0,435
813707828,434492214,0,436
813707828,434492214,0,436
423293712,559555740,0,437
1881703739,253545558,0,438
1881703739,253545558,0,438
610926657,1724286832,0,439
610926657,1724286832,0,439
369733002,369733010,0,440
369733010,369733002,0,440
1724286832,1724286864,0,441
430877582,430877591,0,442
430877582,430877591,0,442
430888091,430877557,0,443
430877557,430888091,0,443
418891827,2412355413,0,444
5978546783,5978546780,0,445
5978546780,2411931728,0,446
5978546783,5978546784,0,447
813707828,434492214,0,448
813707828,434492214,0,448
369733088,369733010,0,449
423293712,559555740,0,450
369728458,369733010,0,451
369728458,369733010,0,451
418891827,2412355413,0,452
1724286832,610926657,0,453
610926657,1724286832,0,453
418891827,2412355413,0,454
2411931706,2411931729,0,455
2411931728,2411931729,0,456
9232586562,9232586558,0,457
9232586562,9232586558,0,457
2411931706,2411931729,0,458
2411931729,2411931706,0,458
2412475164,418891827,0,459
2411931729,2411931731,0,460
430877557,430888091,0,461
430877557,430888091,0,461
430877594,430877588,0,462
430877594,430877588,0,462
430877591,416912034,0,463
416912034,430877591,0,463
2412475152,2412475164,0,464
2412475152,2412475164,0,464
430877591,430877592,0,465
2412475152,2412475164,0,466
2412475152,2412475164,0,466
9232586580,9232586583,0,467
9232586580,9232586583,0,467
2412475164,2412475152,0,468
430877560,1881703742,0,469
1881703742,430877560,0,469
369733010,369733002,0,470
369733002,369733010,0,470
813707828,434492214,0,471
813707828,434492214,0,471
430877557,430888091,0,472
430877557,430888091,0,472
1431868209,1431866480,0,473
418032189,416894007,0,474
416894007,418032189,0,474
418032189,416894007,0,474
2412475152,2412475164,0,475
430877591,416912034,0,476
430877591,416912034,0,476
9232586564,9232586562,0,477
2412355388,2412475152,0,478
2412475152,2412355388,0,478
2412355388,2412475155,0,478
1724286832,610926657,0,479
430877594,9232586562,0,480
9232586583,430877594,0,481
1739790912,430877594,0,482
430877557,430888091,0,483
430877557,430888091,0,483
9232586583,9232586585,0,484
430888091,430888096,0,485
668051880,559555740,0,486
2411931732,2411931731,0,487
559555740,668051880,0,488
668051880,559555740,0,488
430877593,430877592,0,489
430877593,1739790910,0,490
2411931766,2411931731,0,491
9232586564,9232586562,0,492
9232586564,9232586562,0,492
2412355388,2412475155,0,493
430877594,1739790912,0,494
1739790912,430877594,0,494
813707828,434492214,0,495
434492215,434492214,0,495
9232586583,9232586585,0,496
9232586583,9232586585,0,496
2412475157,2412475155,0,497
430888096,430888091,0,498
430888091,430888096,0,498
559555740,668051880,0,499
559555740,668051880,0,499
559555740,1323308255,0,500
2412475155,2412475197,0,501
1431868209,1431866480,0,502
418032165,418032213,0,503
418032213,418032165,0,503
2412475157,2412475155,0,504
9232586564,1739790912,0,505
9232586566,9232586564,0,506
1739790912,9232586585,0,507
9232586585,1739790910,0,508
430888096,1881703742,0,509
9232586585,9232586587,0,510
418892258,1739790912,0,511
1739790912,418892258,0,511
434492214,813707828,0,512
434492215,434492214,0,512
434492214,434492215,0,513
1739790862,1739790910,0,514
1739790862,1739790910,0,514
1881703739,253545558,0,515
253545558,1881703739,0,516
253545558,1881703739,0,516
1447054506,2412032590,0,517
1447054502,1447054500,0,518
2412032566,1447054502,0,519
1431868209,1431866480,0,520
1447054506,1447054507,0,521
2412032590,1447054506,0,522
1447054506,2412032590,0,522
1447054502,2412032590,0,522
2412032566,1447054502,0,522
1447054498,1447054500,0,523
1447054500,1447054498,0,523
668051880,559555740,0,524
559555740,668051880,0,524
2411931732,2411931770,0,525
2406371077,2411931732,0,525
2406371077,2411931732,0,525
9232586566,9232586564,0,526
9232586566,9232586564,0,526
430888097,416894007,0,527
430888097,416894007,0,528
418032189,416894007,0,528
418032189,416894007,0,528
430888097,416894007,0,529
416894007,416894010,0,529
430877591,416912034,0,530
430888096,1881703742,0,531
1881703742,430888096,0,531
418892258,1739790912,0,532
418892258,9232586566,0,532
2412475157,2412475159,0,533
9232586585,9232586587,0,534
9232586585,9232586587,0,534
1447054502,2412032566,0,535
2412032566,1447054502,0,535
434492215,845968605,0,536
1267773474,434492215,0,537
369733088,369733010,0,538
369733010,369733088,0,538
1724286832,610926657,0,539
610926657,608111020,0,539
608111032,608111020,0,539
608111023,610926657,0,540
2412475157,2412475193,0,541
9232586567,9232586566,0,542
9232586567,9232586566,0,542
1431868209,1431866480,0,543
2412475157,2412475159,0,544
1267773474,434492215,0,545
1267773474,434492215,0,545
1881703742,416912034,0,546
1881703742,416912034,0,546
418892258,9232586566,0,547
418892258,9232586587,0,547
418892258,2399264730,0,548
2406371077,2411931733,0,549
9232586587,418032213,0,550
9232586587,418032213,0,550
1881703739,253545558,0,551
253545558,1881703739,0,551
9232586567,9232586566,0,552
418032213,9232586567,0,552
418032213,9232586567,0,552
9232586587,418892147,0,553
9232586587,418892147,0,553
1739790862,1739790910,0,554
1739790862,1739790910,0,554
1881703742,416912034,0,555
369733010,369733002,0,556
369733002,369733010,0,556
608111023,608111020,0,557
608111032,608111020,0,558
2399264730,418032213,0,559
418032213,9232586567,0,560
418032165,418032213,0,561
608111023,608111053,0,562
2412032586,2412032611,0,563
2412032586,2412032611,0,563
9232586587,418032213,0,564
9232586587,418032213,0,564
2412032586,2412032611,0,565
2412032586,2412032611,0,565
1739790862,1739790910,0,566
1447054498,1447054500,0,567
2411931774,2411931733,0,568
35679535,266093098,0,569
35679535,266093098,0,569
1447054498,2411931774,0,570
1447054498,2411931774,0,570
1447054498,2411931774,0,571
5978546776,1447054498,0,572
2406371078,2411931733,0,573
638962371,452961941,0,574
668051880,452961941,0,574
418032213,5978546769,0,575
9232586587,418032213,0,576
418032213,418032215,0,577
668051880,559555740,0,578
559555740,668051880,0,578
2406371078,2406371059,0,579
2406371059,2406371078,0,579
2406371059,2406371078,0,580
2406371059,5978546771,0,581
2406371078,418032289,0,582
5978546769,5978546771,0,583
5978546769,5978546771,0,583
2406371059,5978546771,0,584
2406371059,5978546771,0,584
5978546769,5978546771,0,585
416912034,430877624,0,586
5978546771,5978546772,0,587
2401960634,1739790862,0,588
418892147,1739790862,0,589
1739790862,418892147,0,589
416894010,416912034,0,590
