osm_id,matrix_index
512034,0
20978320,1
20978627,2
21648952,3
21649767,4
21672897,5
21672943,6
21672958,7
21673584,8
21673613,9
21686313,10
21686358,11
21686411,12
21686456,13
21686467,14
21686469,15
21686472,16
21686475,17
21686479,18
21686487,19
21686490,20
21686503,21
21686509,22
21686515,23
21686610,24
21686908,25
21686909,26
21686911,27
21732936,28
21733267,29
21733269,30
21733328,31
21733332,32
21818096,33
24306323,34
24306344,35
24311258,36
24311614,37
24311697,38
24311744,39
24311944,40
24555481,41
24555547,42
24555573,43
24958163,44
24958167,45
24958183,46
24958187,47
24958194,48
24958197,49
24958203,50
24958205,51
24958206,52
24958208,53
24958210,54
24958212,55
24958221,56
24958224,57
25031031,58
25031035,59
25031043,60
25031048,61
25100837,62
25100845,63
25100858,64
25103088,65
25103117,66
25105821,67
25283580,68
25283582,69
25283809,70
25284066,71
25422067,72
25422068,73
25422070,74
25422071,75
25422074,76
25422075,77
25422076,78
25422081,79
25553088,80
25928712,81
26421538,82
26745775,83
26745785,84
26745836,85
26745917,86
26754383,87
26754384,88
26754386,89
26768322,90
26819800,91
26819851,92
26819892,93
26819953,94
26915335,95
26915336,96
26915341,97
26915362,98
26915456,99
26936902,100
26936904,101
26936931,102
26936932,103
26936933,104
26936934,105
26936936,106
26936937,107
26936938,108
26936940,109
26936946,110
26936967,111
26936968,112
26936969,113
26936970,114
26936971,115
26936973,116
26938716,117
26938717,118
26938718,119
26938719,120
26938721,121
27088458,122
27088461,123
27088471,124
27088479,125
27088480,126
27088481,127
27088482,128
27194895,129
27194900,130
27194902,131
27194904,132
27194905,133
27194916,134
27194921,135
27194922,136
27194923,137
27194925,138
27194927,139
27194932,140
27194940,141
27194941,142
27194943,143
27194947,144
27194958,145
27194959,146
27194960,147
27194961,148
27194964,149
27194965,150
27194968,151
27194969,152
27194987,153
27194989,154
27212962,155
27212980,156
27213121,157
27428361,158
27428375,159
27538087,160
27538116,161
27538138,162
27749563,163
27787754,164
30222167,165
30298853,166
30324356,167
30347275,168
30560619,169
30560625,170
30560656,171
30560684,172
30560694,173
30560713,174
30560744,175
30560805,176
30561270,177
30561271,178
30561292,179
30561536,180
30561549,181
30561550,182
30561569,183
30561596,184
30561892,185
31380987,186
31380988,187
32177021,188
34822542,189
35803425,190
36133847,191
36133848,192
36134740,193
36301133,194
36301150,195
36306169,196
40131385,197
40131527,198
40131542,199
40131563,200
40131578,201
40131591,202
43457501,203
43457519,204
43457527,205
43457538,206
43457547,207
43457551,208
49488930,209
59667746,210
59667751,211
59667752,212
59784000,213
59784002,214
59784005,215
59784008,216
60312494,217
60312496,218
60335057,219
61131178,220
61138982,221
61138985,222
63800740,223
63800758,224
63800763,225
63800771,226
63800795,227
63800808,228
63800856,229
63800864,230
63800870,231
75958527,232
75961572,233
75978131,234
75980142,235
75980143,236
75980145,237
76463495,238
76863293,239
76916619,240
76925728,241
76986155,242
76986157,243
77862756,244
77862757,245
77862759,246
79875692,247
79877106,248
79880808,249
79885702,250
79885703,251
82020818,252
82020842,253
82653670,254
82653671,255
86675601,256
88225816,257
89131370,258
89131371,259
90467965,260
92898374,261
92898381,262
92898387,263
92898394,264
92898401,265
92898411,266
92898422,267
92898430,268
92898466,269
92898502,270
92898511,271
92898526,272
92898530,273
92898533,274
95103434,275
95882451,276
95897305,277
95897308,278
95897320,279
95897334,280
95897413,281
95897442,282
96656889,283
110412460,284
110412464,285
110412468,286
110664285,287
110842568,288
110843846,289
110909094,290
110909126,291
113991681,292
113991691,293
113991694,294
113991701,295
113991712,296
113991732,297
113991755,298
113991840,299
113991861,300
113991878,301
113991882,302
121996660,303
121996670,304
121996676,305
124604027,306
124604028,307
124604030,308
133215073,309
135633975,310
135634011,311
135634183,312
135634474,313
135634630,314
135634714,315
135634728,316
135635081,317
135635101,318
135635113,319
135635591,320
135635604,321
135635657,322
135635676,323
135635697,324
142350519,325
142350530,326
144122387,327
144213130,328
146013842,329
147133853,330
147134197,331
148494422,332
148503857,333
148503863,334
148503869,335
148947703,336
148992531,337
149432656,338
149432662,339
150477801,340
151031048,341
151031065,342
154745458,343
154772221,344
155029984,345
155044453,346
155049576,347
155051703,348
155308613,349
155309559,350
155615883,351
155617286,352
156455782,353
156455789,354
156466806,355
157013650,356
162629306,357
162629315,358
162779543,359
169652096,360
180558950,361
180937439,362
180937440,363
180937441,364
180939920,365
180960126,366
180960135,367
188476591,368
188476598,369
188476603,370
188679667,371
188680237,372
188690952,373
192294937,374
192294951,375
192294956,376
192294965,377
192294968,378
192744790,379
192964386,380
192984037,381
194725795,382
194731834,383
194733760,384
194734258,385
197860504,386
199043834,387
199043839,388
201161615,389
201161625,390
201161637,391
201161691,392
201161696,393
201161704,394
201161711,395
228567415,396
228608773,397
236082251,398
236091974,399
236092510,400
236103524,401
236107395,402
236109551,403
237188735,404
237189209,405
237198901,406
240179765,407
242921575,408
242921712,409
242921785,410
242921943,411
242922019,412
242922020,413
242922704,414
242922993,415
242923000,416
245457945,417
245457948,418
247123233,419
247123241,420
247897267,421
248539899,422
248539900,423
248539902,424
248539903,425
248539904,426
248539905,427
248539906,428
248539911,429
248539912,430
248780644,431
248780653,432
248781409,433
248781410,434
248781411,435
248781744,436
248782307,437
248782308,438
248782310,439
248782313,440
248782314,441
248782316,442
248782319,443
248782320,444
248782321,445
248783355,446
248783357,447
248783753,448
249247096,449
249805892,450
249805893,451
249805896,452
249805897,453
249805900,454
249805907,455
249805910,456
249805911,457
249805913,458
249820010,459
249820013,460
250068870,461
251707129,462
251716145,463
251716286,464
251716287,465
251718276,466
251753077,467
252638884,468
252638885,469
253877610,470
253877726,471
253877730,472
253877953,473
255196631,474
255196633,475
256838187,476
256838191,477
258642479,478
258642495,479
258642499,480
258642643,481
258642683,482
258642685,483
258642687,484
258642691,485
258642701,486
258642903,487
258642914,488
258642916,489
258642921,490
258642923,491
258643046,492
258643160,493
258643162,494
261599377,495
261599386,496
261599387,497
261599396,498
261617372,499
261617374,500
261617375,501
262154414,502
262275530,503
262288049,504
262288052,505
262463290,506
262463299,507
262463812,508
262463815,509
262464369,510
262464388,511
262465873,512
262465972,513
262466249,514
262466250,515
262466340,516
262466456,517
264491209,518
264499626,519
264499627,520
264499631,521
264857434,522
264858187,523
264858194,524
265520208,525
265588009,526
265624416,527
265624421,528
265624426,529
265624428,530
265873117,531
265873121,532
266023904,533
266024166,534
266024329,535
266024340,536
266024344,537
266024345,538
266024346,539
266024347,540
266024348,541
266024349,542
266024358,543
266024575,544
266024667,545
266024668,546
266024669,547
266024983,548
266186964,549
266187443,550
266187449,551
266187471,552
266190132,553
266298359,554
266298376,555
266298378,556
266633264,557
266633267,558
266633273,559
266633274,560
266633276,561
266745694,562
266746608,563
266746611,564
266746642,565
266746680,566
266746681,567
266747400,568
266747461,569
266747470,570
266747471,571
266747657,572
266747857,573
266756532,574
266757864,575
266759298,576
266759313,577
266759315,578
266759317,579
266759534,580
266760118,581
266760151,582
266760907,583
266921401,584
266921416,585
266921504,586
266921707,587
266921920,588
266921977,589
266923145,590
266924379,591
266924544,592
266924545,593
266924550,594
266924767,595
266924986,596
266924991,597
266925274,598
266925279,599
266925947,600
266925953,601
266925966,602
266926100,603
266926988,604
266927021,605
266927024,606
266927025,607
266927028,608
266977403,609
266982624,610
267166718,611
267167368,612
267198035,613
267198037,614
267367348,615
267367349,616
267368171,617
267368672,618
267368674,619
267368676,620
267368677,621
267368680,622
267368682,623
267368684,624
267368874,625
267369074,626
267369077,627
267397932,628
267408133,629
267422296,630
267422298,631
267965986,632
267966018,633
267966020,634
267966037,635
267966322,636
267966330,637
267966336,638
267966340,639
267966343,640
267966383,641
268322176,642
268322193,643
268322196,644
268322248,645
268322280,646
269480808,647
269646284,648
269646338,649
269646577,650
269646609,651
270747007,652
270747009,653
270747015,654
270747021,655
271097283,656
271097287,657
271097292,658
275795760,659
278516965,660
278558217,661
278561124,662
278711944,663
279011771,664
280267361,665
280267372,666
280710434,667
280757006,668
280758129,669
280760873,670
280833594,671
280834004,672
280915162,673
281158316,674
281163310,675
281168685,676
281169674,677
281170046,678
281170047,679
281170048,680
281170424,681
281170696,682
281170879,683
281171145,684
281171370,685
281528450,686
281532944,687
281532945,688
281763676,689
281763966,690
281764423,691
281764669,692
281765232,693
281765235,694
281765237,695
281765239,696
281766288,697
281987403,698
281988327,699
281988329,700
282074724,701
282264580,702
282418121,703
282418122,704
282419254,705
282419265,706
283033834,707
283290412,708
283536797,709
283537475,710
283537636,711
283626037,712
283626067,713
285213440,714
285762803,715
286560470,716
287838585,717
287838591,718
287862871,719
288101490,720
288101507,721
288101508,722
288101514,723
288158196,724
288158199,725
288901851,726
288901853,727
288901861,728
288909235,729
288999757,730
289001152,731
289328488,732
289328489,733
289329280,734
290518527,735
291051715,736
291742708,737
291742709,738
291742710,739
297597825,740
297597830,741
297597831,742
297597911,743
297597990,744
297598008,745
297598010,746
297598033,747
297598034,748
297598035,749
297700955,750
297701063,751
297701066,752
297701067,753
297701069,754
297701074,755
297701075,756
297701095,757
297701285,758
297885320,759
297886873,760
298375763,761
298389030,762
299011556,763
299011597,764
299013563,765
299013570,766
299014400,767
299014405,768
299018681,769
299020042,770
299022320,771
299022327,772
299022333,773
299022360,774
299049942,775
299049984,776
299049999,777
299050360,778
299050362,779
299214663,780
299214674,781
299214698,782
299214700,783
299214714,784
299214752,785
299216241,786
299217483,787
299217484,788
299218322,789
299228980,790
299229271,791
299280318,792
299280323,793
299280333,794
299309952,795
299312682,796
299312685,797
299453836,798
299487288,799
299488664,800
299488710,801
299830381,802
300120061,803
300120066,804
300700833,805
300700834,806
300700844,807
301142366,808
301224375,809
301224616,810
303189189,811
304159129,812
304602258,813
304729587,814
304731237,815
304933516,816
304944526,817
304944528,818
304944535,819
304944537,820
304944546,821
304944547,822
304944550,823
304950868,824
304994296,825
305707074,826
305789434,827
305970298,828
305986792,829
306472239,830
306474426,831
306474625,832
306475438,833
306478091,834
307350292,835
307350302,836
309122327,837
309122330,838
309429151,839
309442032,840
309442036,841
309442037,842
309442038,843
309737379,844
309926696,845
309926792,846
309926802,847
310110668,848
310204228,849
310204368,850
310204498,851
310204501,852
310204963,853
310205128,854
310205460,855
310205461,856
310205462,857
310205463,858
310205464,859
310206181,860
310206377,861
310206379,862
310206405,863
310399254,864
310399259,865
310399285,866
310399395,867
310399953,868
310399959,869
310400393,870
310400491,871
310400605,872
310401767,873
310403239,874
310403809,875
310404367,876
310405548,877
310405559,878
310405637,879
311321219,880
311321220,881
311333055,882
311333727,883
311334119,884
311334207,885
311335525,886
313827118,887
314854782,888
314933652,889
314933653,890
314933658,891
314933661,892
314973987,893
314974008,894
314974013,895
314974014,896
314974015,897
314974058,898
314974078,899
315829635,900
315829637,901
315829644,902
315829657,903
315829665,904
315829670,905
315829674,906
315829681,907
315829692,908
315829700,909
315829704,910
315829715,911
315834381,912
315834399,913
315834401,914
315834404,915
316059268,916
316059272,917
316102803,918
316921382,919
316921408,920
317967968,921
318112566,922
319714086,923
321376637,924
322724128,925
322724129,926
322724134,927
322724138,928
322724145,929
322724146,930
322725087,931
322725090,932
322726027,933
325218132,934
325218141,935
327514185,936
332070576,937
332070580,938
335990441,939
338590007,940
343566863,941
343567191,942
343567216,943
343567760,944
343763169,945
343763217,946
343763222,947
344738125,948
346342986,949
347496507,950
347497653,951
347497661,952
347497662,953
354540162,954
354540166,955
354543177,956
354578668,957
354578674,958
354578677,959
354579727,960
360636941,961
361118924,962
365765765,963
366539767,964
366539769,965
366539770,966
366539772,967
366548831,968
366548842,969
366548866,970
366863046,971
366864849,972
366864851,973
366869248,974
366869258,975
366869270,976
366869272,977
366869277,978
366869508,979
366869523,980
366875187,981
366875193,982
366875219,983
366875220,984
366970609,985
367010508,986
367010510,987
367010512,988
367012394,989
371812722,990
375908039,991
376078447,992
376624411,993
378367095,994
378368590,995
378368633,996
378368637,997
378368822,998
378368835,999
378368878,1000
378369570,1001
378372192,1002
382656460,1003
385667914,1004
392643128,1005
392810469,1006
392889198,1007
393849213,1008
402626578,1009
402626597,1010
402738693,1011
402982701,1012
402982724,1013
403871915,1014
403872095,1015
406212786,1016
406253115,1017
406253882,1018
406254680,1019
409495862,1020
409496322,1021
409783249,1022
409798297,1023
409798303,1024
409798304,1025
409798308,1026
409798311,1027
409798315,1028
409798317,1029
410615994,1030
411034871,1031
411034872,1032
411034880,1033
411759721,1034
412123597,1035
412123598,1036
412123601,1037
412123611,1038
412123612,1039
412123619,1040
412123623,1041
412240634,1042
413010368,1043
416352918,1044
416352919,1045
416571023,1046
416571027,1047
416571028,1048
418244037,1049
418875240,1050
419622507,1051
420235548,1052
420265558,1053
420268870,1054
420276678,1055
420340784,1056
423084826,1057
423084909,1058
423084912,1059
425345533,1060
425345549,1061
425345553,1062
427688019,1063
427688022,1064
429958255,1065
429958256,1066
440814853,1067
440814861,1068
441311622,1069
441809422,1070
441841350,1071
441869534,1072
441869546,1073
441869553,1074
442579174,1075
443825608,1076
443825609,1077
443825616,1078
443825618,1079
448897358,1080
454248898,1081
454248902,1082
455496195,1083
455575573,1084
455575575,1085
456301400,1086
456301401,1087
456301403,1088
457005266,1089
457118358,1090
457411728,1091
457623370,1092
457623372,1093
458504316,1094
458504319,1095
458504326,1096
458504348,1097
458504349,1098
458504395,1099
458504421,1100
458506181,1101
458506249,1102
458506270,1103
459832290,1104
459832297,1105
459832298,1106
459832336,1107
459836658,1108
462269817,1109
463174136,1110
463174221,1111
464666745,1112
464666751,1113
464666874,1114
469184309,1115
469184324,1116
469184325,1117
469184327,1118
469184332,1119
469184355,1120
470415942,1121
470628003,1122
470650797,1123
470650808,1124
470650817,1125
471131318,1126
473405521,1127
474658337,1128
474658341,1129
474658342,1130
474658348,1131
475100300,1132
475323930,1133
475323931,1134
475323936,1135
475323939,1136
475323942,1137
475334383,1138
475334394,1139
475334397,1140
475334401,1141
475334408,1142
475364610,1143
475365845,1144
476021000,1145
477983054,1146
478080830,1147
479287845,1148
486287364,1149
486287367,1150
486287388,1151
487104247,1152
489629848,1153
489629853,1154
491615999,1155
491616022,1156
491616026,1157
